,Unnamed: 0,ATS SYSTEM CODE,LOCATION_NAME,LOCATION_TYPE_DESCRIPTION,LOCATION_CATEGORY_DESCRIPTION,GRADES_FINAL_TEXT,OPEN_DATE,STATUS_DESCRIPTIONS,PRIMARY_ADDRESS_LINE_1,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,NTA,GEOGRAPHICAL_DISTRICT_CODE,LatLong,latitude,longitude,zipcode,zcta,nbhLabel,boroLabel,label
767,767,15K261      ,P.S. 261 Philip Livingston,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1958 12:00,Open,314 PACIFIC STREET,302,33,4300,BK38,15,"(40.687218, -73.988667)",40.687218,-73.988667,11201,11201,"Boerum Hill, Brooklyn Heights, Cobble Hill, Downtown Brooklyn, DUMBO, Vinegar Hill",Brooklyn,P.S. 261 Philip Livingston Elementary
768,768,15K295      ,P.S. 295,General Academic,Elementary,"PK,0K,01,02,03,04,05",4/10/1996 12:00,Open,330 18 STREET,307,38,14700,BK32,15,"(40.660805, -73.988743)",40.660805,-73.988743,11215,11215,"Park Slope, Windsor Terrace, Prospect Park",Brooklyn,P.S. 295 Elementary
769,769,15K321      ,P.S. 321 William Penn,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1966 12:00,Open,180 7 AVENUE,306,39,15500,BK37,15,"(40.671816, -73.978633)",40.671816,-73.978633,11215,11215,"Park Slope, Windsor Terrace, Prospect Park",Brooklyn,P.S. 321 William Penn Elementary
770,770,15K423      ,Brooklyn Frontiers High School,Transfer School,High school,"09,10,11,12",1/7/2011 12:00,Open,112 SCHERMERHORN STREET,302,33,4300,BK38,15,"(40.690007, -73.989369)",40.690007,-73.989369,11201,11201,"Boerum Hill, Brooklyn Heights, Cobble Hill, Downtown Brooklyn, DUMBO, Vinegar Hill",Brooklyn,Brooklyn Frontiers High School High school
771,771,15K429      ,Digital Arts and Cinema Technology High School,General Academic,Secondary School,"06,07,08,09,10,11,12",5/6/1996 12:00,Open,284 BALTIC STREET,306,33,6900,BK38,15,"(40.685006, -73.993293)",40.685006,-73.993293,11231,11231,"Carroll Gardens, Columbia Heights, Red Hook",Brooklyn,Digital Arts and Cinema Technology High School Secondary School
772,772,15K442      ,M.S. 442 Carroll Gardens School for Innovation,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2003 12:00,Open,500 19 STREET,307,38,150200,BK40,15,"(40.656952, -73.983116)",40.656952,-73.983116,11215,11215,"Park Slope, Windsor Terrace, Prospect Park",Brooklyn,M.S. 442 Carroll Gardens School for Innovation Junior High-Intermediate-Middle
773,773,15K443      ,New Voices School of Academic & Creative Arts,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2003 12:00,Open,330 18 STREET,307,38,14700,BK32,15,"(40.660805, -73.988743)",40.660805,-73.988743,11215,11215,"Park Slope, Windsor Terrace, Prospect Park",Brooklyn,New Voices School of Academic & Creative Arts Junior High-Intermediate-Middle
774,774,15K447      ,The Math & Science Exploratory School,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2003 12:00,Open,345 DEAN STREET,302,33,3900,BK38,15,"(40.683951, -73.980266)",40.683951,-73.980266,11217,11217,"Boerum Hill, Gowanus, Park Slope",Brooklyn,The Math & Science Exploratory School Junior High-Intermediate-Middle
775,775,15K448      ,Brooklyn Secondary School for Collaborative Studie,General Academic,Secondary School,"06,07,08,09,10,11,12",1/7/2003 12:00,Open,610 HENRY STREET,306,39,6300,BK33,15,"(40.679462, -74.002022)",40.679462,-74.002022,11231,11231,"Carroll Gardens, Columbia Heights, Red Hook",Brooklyn,Brooklyn Secondary School for Collaborative Studie Secondary School
776,776,15K462      ,John Jay School for Law,General Academic,High school,"09,10,11,12",1/7/2001 12:00,Open,237 7 AVENUE,306,39,15500,BK37,15,"(40.669255, -73.97858)",40.669255,-73.97858,11215,11215,"Park Slope, Windsor Terrace, Prospect Park",Brooklyn,John Jay School for Law High school
777,777,27Q273      ,P.S. 273,General Academic,Elementary,"0K,01,02,03,04,05",1/7/2010 12:00,Open,88-07 102ND STREET,409,32,2800,QN54,27,"(40.693613, -73.844335)",40.693613,-73.844335,11418,11418,"Kew Gardens, Richmond Hill",Queens,P.S. 273 Elementary
778,778,15K463      ,Secondary School for Journalism,General Academic,High school,"09,10,11,12",1/7/2003 12:00,Open,237 7 AVENUE,306,39,15500,BK37,15,"(40.669255, -73.97858)",40.669255,-73.97858,11215,11215,"Park Slope, Windsor Terrace, Prospect Park",Brooklyn,Secondary School for Journalism High school
779,779,15K464      ,Park Slope Collegiate,General Academic,Secondary School,"06,07,08,09,10,11,12",1/7/2003 12:00,Open,237 7 AVENUE,306,39,15500,BK37,15,"(40.669255, -73.97858)",40.669255,-73.97858,11215,11215,"Park Slope, Windsor Terrace, Prospect Park",Brooklyn,Park Slope Collegiate Secondary School
780,780,15K497      ,The Boerum Hill School for International Studies,General Academic,Secondary School,"06,07,08,09,10,11,12",1/7/2001 12:00,Open,284 BALTIC STREET,306,33,6900,BK38,15,"(40.685006, -73.993293)",40.685006,-73.993293,11231,11231,"Carroll Gardens, Columbia Heights, Red Hook",Brooklyn,The Boerum Hill School for International Studies Secondary School
781,781,15K516      ,Sunset Park Avenues Elementary School,General Academic,Elementary,"0K,01,02,03,04,05",1/7/2013 12:00,Open,4222 4TH AVENUE,307,38,8200,BK32,15,"(40.650793, -74.008106)",40.650793,-74.008106,11232,11232,"Greenwood, Industry City, Bush Terminal, Sunset Park",Brooklyn,Sunset Park Avenues Elementary School Elementary
782,782,15K519      ,Cobble Hill School of American Studies,General Academic,High school,"09,10,11,12",5/5/1998 12:00,Open,347 BALTIC STREET,306,33,6900,BK38,15,"(40.684869, -73.990884)",40.684869,-73.990884,11201,11201,"Boerum Hill, Brooklyn Heights, Cobble Hill, Downtown Brooklyn, DUMBO, Vinegar Hill",Brooklyn,Cobble Hill School of American Studies High school
783,783,15K529      ,West Brooklyn Community High School,Transfer School,High school,"09,10,11,12",1/7/2006 12:00,Open,1053 41ST STREET,312,39,11000,BK34,15,"(40.642619, -73.992151)",40.642619,-73.992151,11219,11219,Borough Park,Brooklyn,West Brooklyn Community High School High school
784,784,15K592      ,Khalil Gibran International Academy,General Academic,High school,"09,10,11,12",1/7/2007 12:00,Open,362 SCHERMERHORN STREET,302,33,3900,BK38,15,"(40.686147, -73.979829)",40.686147,-73.979829,11217,11217,"Boerum Hill, Gowanus, Park Slope",Brooklyn,Khalil Gibran International Academy High school
785,785,15K656      ,Brooklyn High School of the Arts,General Academic,High school,"09,10,11,12",3/15/2000 0:00,Open,345 DEAN STREET,302,33,3900,BK38,15,"(40.683951, -73.980266)",40.683951,-73.980266,11217,11217,"Boerum Hill, Gowanus, Park Slope",Brooklyn,Brooklyn High School of the Arts High school
786,786,15K667      ,Sunset Park High School,General Academic,High school,"09,10,11,12",1/7/2009 12:00,Open,153 35TH STREET,307,38,8400,BK32,15,"(40.655583, -74.004342)",40.655583,-74.004342,11232,11232,"Greenwood, Industry City, Bush Terminal, Sunset Park",Brooklyn,Sunset Park High School High school
787,787,15K676      ,Red Hook Neighborhood School,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2009 12:00,Open,27 HUNTINGTON STREET,306,38,5900,BK33,15,"(40.677914, -74.005151)",40.677914,-74.005151,11231,11231,"Carroll Gardens, Columbia Heights, Red Hook",Brooklyn,Red Hook Neighborhood School Elementary
788,788,15K684      ,Millennium Brooklyn HS,General Academic,High school,"09,10,11,12",1/7/2011 12:00,Open,237 7 AVENUE,306,39,15500,BK37,15,"(40.669255, -73.97858)",40.669255,-73.97858,11215,11215,"Park Slope, Windsor Terrace, Prospect Park",Brooklyn,Millennium Brooklyn HS High school
789,789,15K698      ,South Brooklyn Community High School,Transfer School,High school,"09,10,11,12",1/7/2002 12:00,Open,173 CONOVER STREET,306,38,5300,BK33,15,"(40.677968, -74.014363)",40.677968,-74.014363,11231,11231,"Carroll Gardens, Columbia Heights, Red Hook",Brooklyn,South Brooklyn Community High School High school
790,790,15K821      ,Sunset Park Prep,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/1999 12:00,Open,4004 4 AVENUE,307,38,8200,BK32,15,"(40.652127, -74.007596)",40.652127,-74.007596,11232,11232,"Greenwood, Industry City, Bush Terminal, Sunset Park",Brooklyn,Sunset Park Prep Junior High-Intermediate-Middle
791,791,15K839      ,M.S. 839,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2015 12:00,Open,713 CATON AVENUE,307,39,50400,BK40,15,"(40.647598, -73.973363)",40.647598,-73.973363,11218,11218,"Ditmas Park, Kensington",Brooklyn,M.S. 839 Junior High-Intermediate-Middle
792,792,16K005      ,P.S. 005 Dr. Ronald Mcnair,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1966 12:00,Open,820 HANCOCK STREET,303,41,37700,BK35,16,"(40.685241, -73.92197)",40.685241,-73.92197,11233,11233,"Bedford-Stuyvesant, Stuyvesant Heights",Brooklyn,P.S. 005 Dr. Ronald Mcnair Elementary
793,793,16K021      ,P.S. 021 Crispus Attucks,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1956 12:00,Open,180 CHAUNCEY STREET,303,36,38100,BK61,16,"(40.68035, -73.926673)",40.68035,-73.926673,11233,11233,"Bedford-Stuyvesant, Stuyvesant Heights",Brooklyn,P.S. 021 Crispus Attucks Elementary
794,794,16K025      ,P.S. 025 Eubie Blake School,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1942 12:00,Open,787 LAFAYETTE AVENUE,303,36,28100,BK35,16,"(40.691472, -73.940749)",40.691472,-73.940749,11221,11221,"Bedford-Stuyvesant, Bushwick",Brooklyn,P.S. 025 Eubie Blake School Elementary
795,795,16K026      ,P.S. 026 Jesse Owens,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1956 12:00,Open,1014 LAFAYETTE AVENUE,303,36,29100,BK35,16,"(40.6921, -73.9317)",40.6921,-73.9317,11221,11221,"Bedford-Stuyvesant, Bushwick",Brooklyn,P.S. 026 Jesse Owens Elementary
796,796,16K028      ,P.S. 028 The Warren Prep Academy,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2013 12:00,Open,1001 HERKIMER STREET,303,41,30100,BK79,16,"(40.678238, -73.919847)",40.678238,-73.919847,11233,11233,"Bedford-Stuyvesant, Stuyvesant Heights",Brooklyn,P.S. 028 The Warren Prep Academy Elementary
797,797,16K035      ,M.S. 035 Stephen Decatur,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2026 12:00,Open,272 MACDONOUGH STREET,303,36,27300,BK35,16,"(40.681528, -73.935891)",40.681528,-73.935891,11233,11233,"Bedford-Stuyvesant, Stuyvesant Heights",Brooklyn,M.S. 035 Stephen Decatur Junior High-Intermediate-Middle
798,798,16K040      ,P.S. 040 George W. Carver,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1965 12:00,Open,265 RALPH AVENUE,303,41,37900,BK35,16,"(40.680239, -73.921099)",40.680239,-73.921099,11233,11233,"Bedford-Stuyvesant, Stuyvesant Heights",Brooklyn,P.S. 040 George W. Carver Elementary
799,799,84K125      ,Success Academy Charter School - Bed-Stuy 2,General Academic,Elementary,"0K,01,02,03,04,05,06,07,08",1/7/2012 12:00,Open,211 THROOP AVENUE,303,36,28502,BK35,14,"(40.697619, -73.943279)",40.697619,-73.943279,11206,11206,"Bedford-Stuyvesant, Williamsburg",Brooklyn,Success Academy Charter School - Bed-Stuy 2 Elementary
800,800,16K057      ,J.H.S. 057 Whitelaw Reid,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/1954 12:00,Open,125 STUYVESANT AVENUE,303,36,29100,BK35,16,"(40.691467, -73.932254)",40.691467,-73.932254,11221,11221,"Bedford-Stuyvesant, Bushwick",Brooklyn,J.H.S. 057 Whitelaw Reid Junior High-Intermediate-Middle
801,801,16K081      ,P.S. 081 Thaddeus Stevens,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1966 12:00,Open,990 DEKALB AVENUE,303,36,28900,BK35,16,"(40.692866, -73.935123)",40.692866,-73.935123,11221,11221,"Bedford-Stuyvesant, Bushwick",Brooklyn,P.S. 081 Thaddeus Stevens Elementary
802,802,16K243      ,P.S. 243K- The Weeksville School,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1962 12:00,Open,1580 DEAN STREET,308,36,30900,BK61,16,"(40.675675, -73.935093)",40.675675,-73.935093,11213,11213,"Brower Park, Crown Heights, Weeksville",Brooklyn,P.S. 243K- The Weeksville School Elementary
803,803,16K262      ,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1961 12:00,Open,500 MACON STREET,303,36,29700,BK61,16,"(40.682949, -73.930132)",40.682949,-73.930132,11233,11233,"Bedford-Stuyvesant, Stuyvesant Heights",Brooklyn,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo Elementary
804,804,16K267      ,"M.S. 267 Math, Science & Technology",General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/1999 12:00,Open,800 GATES AVENUE,303,36,29300,BK35,16,"(40.68797, -73.932066)",40.68797,-73.932066,11221,11221,"Bedford-Stuyvesant, Bushwick",Brooklyn,"M.S. 267 Math, Science & Technology Junior High-Intermediate-Middle"
805,805,16K308      ,P.S. 308 Clara Cardwell,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08",1/7/1975 12:00,Open,616 QUINCY STREET,303,36,29300,BK35,16,"(40.688323, -73.935509)",40.688323,-73.935509,11221,11221,"Bedford-Stuyvesant, Bushwick",Brooklyn,P.S. 308 Clara Cardwell K-8
806,806,16K309      ,P.S. 309 The George E. Wibecan Preparatory Academy,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1963 12:00,Open,794 MONROE STREET,303,41,38500,BK35,16,"(40.6881, -73.924422)",40.6881,-73.924422,11221,11221,"Bedford-Stuyvesant, Bushwick",Brooklyn,P.S. 309 The George E. Wibecan Preparatory Academy Elementary
807,807,16K335      ,P.S. 335 Granville T. Woods,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1968 12:00,Open,130 ROCHESTER AVENUE,308,36,30700,BK61,16,"(40.674491, -73.928673)",40.674491,-73.928673,11213,11213,"Brower Park, Crown Heights, Weeksville",Brooklyn,P.S. 335 Granville T. Woods Elementary
808,808,16K455      ,Boys and Girls High School,General Academic,High school,"09,10,11,12",1/7/1976 12:00,Open,1700 FULTON STREET,303,36,27100,BK61,16,"(40.678478, -73.931604)",40.678478,-73.931604,11213,11213,"Brower Park, Crown Heights, Weeksville",Brooklyn,Boys and Girls High School High school
809,809,16K498      ,Brooklyn High School for Law and Technology,General Academic,High school,"09,10,11,12",6/25/1999 0:00,Open,1396 BROADWAY,303,41,37500,BK35,16,"(40.688399, -73.920603)",40.688399,-73.920603,11221,11221,"Bedford-Stuyvesant, Bushwick",Brooklyn,Brooklyn High School for Law and Technology High school
810,810,16K594      ,Gotham Professional Arts Academy,General Academic,High school,"09,10,11,12",1/7/2007 12:00,Open,265 RALPH AVENUE,303,41,37900,BK35,16,"(40.680239, -73.921099)",40.680239,-73.921099,11233,11233,"Bedford-Stuyvesant, Stuyvesant Heights",Brooklyn,Gotham Professional Arts Academy High school
811,811,16K627      ,Brighter Choice Community School,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2008 12:00,Open,280 HART STREET,303,36,28100,BK35,16,"(40.693654, -73.941278)",40.693654,-73.941278,11206,11206,"Bedford-Stuyvesant, Williamsburg",Brooklyn,Brighter Choice Community School Elementary
812,812,16K628      ,Brooklyn Brownstone School,General Academic,Elementary,"0K,01,02,03,04,05",1/7/2008 12:00,Open,272 MACDONOUGH STREET,303,36,27300,BK35,16,"(40.681528, -73.935891)",40.681528,-73.935891,11233,11233,"Bedford-Stuyvesant, Stuyvesant Heights",Brooklyn,Brooklyn Brownstone School Elementary
813,813,16K669      ,Research and Service High School,Transfer School,High school,"09,10,11,12",1/7/2013 12:00,Open,1700 FULTON STREET,303,36,27100,BK61,16,"(40.678478, -73.931604)",40.678478,-73.931604,11213,11213,"Brower Park, Crown Heights, Weeksville",Brooklyn,Research and Service High School High school
814,814,16K681      ,Madiba Prep Middle School,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2012 12:00,Open,1014 LAFAYETTE AVENUE,303,36,29100,BK35,16,"(40.6921, -73.9317)",40.6921,-73.9317,11221,11221,"Bedford-Stuyvesant, Bushwick",Brooklyn,Madiba Prep Middle School Junior High-Intermediate-Middle
815,815,16K688      ,The Brooklyn Academy of Global Finance,General Academic,High school,"09,10,11,12",1/7/2009 12:00,Open,125 STUYVESANT AVENUE,303,36,29100,BK35,16,"(40.691467, -73.932254)",40.691467,-73.932254,11221,11221,"Bedford-Stuyvesant, Bushwick",Brooklyn,The Brooklyn Academy of Global Finance High school
816,816,16K765      ,Nelson Mandela High School,General Academic,High school,"09,10,11,12",1/7/2014 12:00,Open,1700 FULTON STREET,303,36,27100,BK61,16,"(40.678478, -73.931604)",40.678478,-73.931604,11213,11213,"Brower Park, Crown Heights, Weeksville",Brooklyn,Nelson Mandela High School High school
817,817,17K002      ,Parkside Preparatory Academy,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/1994 12:00,Open,655 PARKSIDE AVENUE,309,40,80200,BK60,17,"(40.656423, -73.951575)",40.656423,-73.951575,11226,11226,"Flatbush, Prospect Park South",Brooklyn,Parkside Preparatory Academy Junior High-Intermediate-Middle
818,818,17K006      ,Norma Adams Clemons Academy,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1993 12:00,Open,43 SNYDER AVENUE,314,40,79400,BK95,17,"(40.648973, -73.956279)",40.648973,-73.956279,11226,11226,"Flatbush, Prospect Park South",Brooklyn,Norma Adams Clemons Academy Elementary
819,819,17K012      ,Dr. Jacqueline Peek-Davis School,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1993 12:00,Open,430 HOWARD AVENUE,316,41,36300,BK79,23,"(40.673124, -73.920095)",40.673124,-73.920095,11233,11233,"Bedford-Stuyvesant, Stuyvesant Heights",Brooklyn,Dr. Jacqueline Peek-Davis School Elementary
820,820,84K129      ,Success Academy Charter School - Cobble Hill,General Academic,Elementary,"0K,01,02,03,04,05,06,07,08",1/7/2012 12:00,Open,284 BALTIC STREET,306,33,6900,BK38,15,"(40.685006, -73.993293)",40.685006,-73.993293,11231,11231,"Carroll Gardens, Columbia Heights, Red Hook",Brooklyn,Success Academy Charter School - Cobble Hill Elementary
821,821,17K061      ,M.S. 061 Dr. Gladstone H. Atwell,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/1958 12:00,Open,400 EMPIRE BOULEVARD,309,40,32900,BK60,17,"(40.663605, -73.949198)",40.663605,-73.949198,11225,11225,"Crown Heights, Prospect Lefferts Gardens",Brooklyn,M.S. 061 Dr. Gladstone H. Atwell Junior High-Intermediate-Middle
822,822,17K091      ,P.S. 091 The Albany Avenue School,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE",1/7/2004 12:00,Open,532 ALBANY AVENUE,309,41,80600,BK60,17,"(40.661806, -73.940707)",40.661806,-73.940707,11203,11203,East Flatbush,Brooklyn,P.S. 091 The Albany Avenue School Elementary
823,823,17K092      ,P.S. 092 Adrian Hegeman,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2006 12:00,Open,601 PARKSIDE AVENUE,309,40,80200,BK60,17,"(40.656276, -73.95381)",40.656276,-73.95381,11226,11226,"Flatbush, Prospect Park South",Brooklyn,P.S. 092 Adrian Hegeman Elementary
824,824,17K122      ,Pathways in Technology Early College High School (,Career Technical,High school,"09,10,11,12,13,14",1/7/2011 12:00,Open,150 ALBANY AVENUE,308,36,31100,BK61,17,"(40.675905, -73.939282)",40.675905,-73.939282,11213,11213,"Brower Park, Crown Heights, Weeksville",Brooklyn,Pathways in Technology Early College High School ( High school
825,825,17K138      ,P.S. 138 Brooklyn,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08",1/7/2002 12:00,Open,760 PROSPECT PLACE,308,36,31701,BK61,17,"(40.673943, -73.951559)",40.673943,-73.951559,11216,11216,Bedford-Stuyvesant,Brooklyn,P.S. 138 Brooklyn K-8
826,826,17K161      ,P.S. 161 The Crown,General Academic,Elementary,"0K,01,02,03,04,05",1/7/2023 12:00,Open,330 CROWN STREET,309,35,31900,BK63,17,"(40.665757, -73.949243)",40.665757,-73.949243,11225,11225,"Crown Heights, Prospect Lefferts Gardens",Brooklyn,P.S. 161 The Crown Elementary
827,827,17K181      ,P.S. 181 Brooklyn,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08",1/7/2022 12:00,Open,1023 NEW YORK AVENUE,317,45,85600,BK91,17,"(40.648217, -73.945883)",40.648217,-73.945883,11203,11203,East Flatbush,Brooklyn,P.S. 181 Brooklyn K-8
828,828,17K189      ,P.S. 189 The Bilingual Center,General Academic,K-8,"0K,01,02,03,04,05,06,07,08",1/7/2023 12:00,Open,1100 EAST NEW YORK AVENUE,317,41,89200,BK81,17,"(40.665228, -73.925435)",40.665228,-73.925435,11212,11212,"Brownsville, East Flatbush",Brooklyn,P.S. 189 The Bilingual Center K-8
829,829,17K191      ,P.S. 191 Paul Robeson,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1938 12:00,Open,1600 PARK PLACE,308,41,35900,BK61,17,"(40.67173, -73.924127)",40.67173,-73.924127,11233,11233,"Bedford-Stuyvesant, Stuyvesant Heights",Brooklyn,P.S. 191 Paul Robeson Elementary
830,830,17K221      ,P.S. 221 Toussaint L'Ouverture,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1940 12:00,Open,791 EMPIRE BOULEVARD,309,35,35500,BK63,17,"(40.663964, -73.935753)",40.663964,-73.935753,11213,11213,"Brower Park, Crown Heights, Weeksville",Brooklyn,P.S. 221 Toussaint L'Ouverture Elementary
831,831,17K241      ,P.S. 241 Emma L. Johnston,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1931 12:00,Open,976 PRESIDENT STREET,309,35,21300,BK63,17,"(40.668913, -73.960924)",40.668913,-73.960924,11225,11225,"Crown Heights, Prospect Lefferts Gardens",Brooklyn,P.S. 241 Emma L. Johnston Elementary
832,832,17K246      ,M.S. 246 Walt Whitman,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/1939 12:00,Open,72 VERONICA PLACE,317,40,79400,BK95,17,"(40.648352, -73.95348)",40.648352,-73.95348,11226,11226,"Flatbush, Prospect Park South",Brooklyn,M.S. 246 Walt Whitman Junior High-Intermediate-Middle
833,833,17K249      ,P.S. 249 The Caton,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1951 12:00,Open,18 MARLBOROUGH ROAD,314,40,50600,BK42,17,"(40.649509, -73.966456)",40.649509,-73.966456,11226,11226,"Flatbush, Prospect Park South",Brooklyn,P.S. 249 The Caton Elementary
834,834,17K289      ,P.S. 289 George V. Brower,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1959 12:00,Open,900 ST MARKS AVENUE,308,36,34100,BK61,17,"(40.674244, -73.942401)",40.674244,-73.942401,11213,11213,"Brower Park, Crown Heights, Weeksville",Brooklyn,P.S. 289 George V. Brower Elementary
835,835,17K316      ,P.S. 316 Elijah Stroud,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1966 12:00,Open,750 CLASSON AVENUE,308,35,21500,BK64,17,"(40.674685, -73.961418)",40.674685,-73.961418,11238,11238,Prospect Heights,Brooklyn,P.S. 316 Elijah Stroud Elementary
836,836,17K340      ,I.S. 340,General Academic,Junior High-Intermediate-Middle,"06,07,08",9/17/1991 0:00,Open,227 STERLING PLACE,308,35,16300,BK64,13,"(40.676357, -73.970315)",40.676357,-73.970315,11238,11238,Prospect Heights,Brooklyn,I.S. 340 Junior High-Intermediate-Middle
837,837,17K352      ,Ebbets Field Middle School,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2005 12:00,Open,46 MCKEEVER PLACE,309,35,32500,BK63,17,"(40.665199, -73.959484)",40.665199,-73.959484,11225,11225,"Crown Heights, Prospect Lefferts Gardens",Brooklyn,Ebbets Field Middle School Junior High-Intermediate-Middle
838,838,17K353      ,Elijah Stroud Middle School,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2005 12:00,Open,750 CLASSON AVENUE,308,35,21500,BK64,17,"(40.674685, -73.961418)",40.674685,-73.961418,11238,11238,Prospect Heights,Brooklyn,Elijah Stroud Middle School Junior High-Intermediate-Middle
839,839,17K354      ,The School of Integrated Learning,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2005 12:00,Open,1224 PARK PLACE,308,36,34300,BK61,17,"(40.67229, -73.937601)",40.67229,-73.937601,11213,11213,"Brower Park, Crown Heights, Weeksville",Brooklyn,The School of Integrated Learning Junior High-Intermediate-Middle
840,840,17K375      ,P.S. 375 Jackie Robinson School,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2001 12:00,Open,46 MCKEEVER PLACE,309,35,32500,BK63,17,"(40.665199, -73.959484)",40.665199,-73.959484,11225,11225,"Crown Heights, Prospect Lefferts Gardens",Brooklyn,P.S. 375 Jackie Robinson School Elementary
841,841,17K600      ,Clara Barton High School,Career Technical,High school,"09,10,11,12",1/7/1940 12:00,Open,901 CLASSON AVENUE,309,35,21300,BK63,17,"(40.669805, -73.960689)",40.669805,-73.960689,11225,11225,"Crown Heights, Prospect Lefferts Gardens",Brooklyn,Clara Barton High School High school
842,842,17K382      ,Academy for College Preparation and Career Explora,General Academic,Secondary School,"06,07,08,09,10,11,12",1/7/2006 12:00,Open,911 FLATBUSH AVENUE,314,40,79400,BK95,17,"(40.649602, -73.957173)",40.649602,-73.957173,11226,11226,"Flatbush, Prospect Park South",Brooklyn,Academy for College Preparation and Career Explora Secondary School
843,843,17K394      ,M.S. K394,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08",1/7/1999 12:00,Open,188 ROCHESTER AVENUE,308,36,34700,BK61,17,"(40.67271, -73.928917)",40.67271,-73.928917,11213,11213,"Brower Park, Crown Heights, Weeksville",Brooklyn,M.S. K394 K-8
844,844,17K397      ,P.S. 397 Foster-Laurie,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1975 12:00,Open,490 FENIMORE STREET,309,40,81000,BK60,17,"(40.658663, -73.946358)",40.658663,-73.946358,11203,11203,East Flatbush,Brooklyn,P.S. 397 Foster-Laurie Elementary
845,845,17K398      ,P.S. 398 Walter Weaver,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1977 12:00,Open,60 EAST  94 STREET,317,41,88200,BK96,17,"(40.663388, -73.927979)",40.663388,-73.927979,11236,11236,"Canarsie, Jamaica Bay",Brooklyn,P.S. 398 Walter Weaver Elementary
846,846,17K399      ,P.S. 399 Stanley Eugene Clark,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1981 12:00,Open,2707 ALBEMARLE ROAD,317,40,82400,BK95,17,"(40.648277, -73.951664)",40.648277,-73.951664,11226,11226,"Flatbush, Prospect Park South",Brooklyn,P.S. 399 Stanley Eugene Clark Elementary
847,847,17K408      ,Academy of Hospitality and Tourism,General Academic,High school,"09,10,11,12",1/7/2006 12:00,Open,911 FLATBUSH AVENUE,314,40,79400,BK95,17,"(40.649602, -73.957173)",40.649602,-73.957173,11226,11226,"Flatbush, Prospect Park South",Brooklyn,Academy of Hospitality and Tourism High school
