,Unnamed: 0,ATS SYSTEM CODE,LOCATION_NAME,LOCATION_TYPE_DESCRIPTION,LOCATION_CATEGORY_DESCRIPTION,GRADES_FINAL_TEXT,OPEN_DATE,STATUS_DESCRIPTIONS,PRIMARY_ADDRESS_LINE_1,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,NTA,GEOGRAPHICAL_DISTRICT_CODE,LatLong,latitude,longitude,zipcode,zcta,nbhLabel,boroLabel,label
0,0,01M015      ,P.S. 015 Roberto Clemente,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2004 12:00,Open,333 EAST  4 STREET,103,2,2601,MN28,1,"(40.722075, -73.978747)",40.722075,-73.978747,10009,10009,East Village,Manhattan,P.S. 015 Roberto Clemente Elementary
1,1,01M019      ,P.S. 019 Asher Levy,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1956 12:00,Open,185 1 AVENUE,103,2,4000,MN22,1,"(40.730009, -73.984496)",40.730009,-73.984496,10003,10003,"Greenwich Village, Union Square, Gramercy, Flatiron",Manhattan,P.S. 019 Asher Levy Elementary
2,2,01M020      ,P.S. 020 Anna Silver,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1963 12:00,Open,166 ESSEX STREET,103,1,3001,MN27,1,"(40.721305, -73.986312)",40.721305,-73.986312,10002,10002,Lower East Side,Manhattan,P.S. 020 Anna Silver Elementary
3,3,01M034      ,P.S. 034 Franklin D. Roosevelt,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08",1/7/1955 12:00,Open,730 EAST  12 STREET,103,2,2800,MN28,1,"(40.726008, -73.975058)",40.726008,-73.975058,10009,10009,East Village,Manhattan,P.S. 034 Franklin D. Roosevelt K-8
4,4,01M063      ,The STAR Academy - P.S.63,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2005 12:00,Open,121 EAST  3 STREET,103,2,3200,MN22,1,"(40.72444, -73.986214)",40.72444,-73.986214,10009,10009,East Village,Manhattan,The STAR Academy - P.S.63 Elementary
5,5,01M064      ,P.S. 064 Robert Simon,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1954 12:00,Open,600 EAST  6 STREET,103,2,2601,MN28,1,"(40.72313, -73.981597)",40.72313,-73.981597,10009,10009,East Village,Manhattan,P.S. 064 Robert Simon Elementary
6,6,01M110      ,P.S. 110 Florence Nightingale,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2002 12:00,Open,285 DELANCY STREET,103,1,1200,MN28,1,"(40.7162, -73.9798)",40.7162,-73.9798,10002,10002,Lower East Side,Manhattan,P.S. 110 Florence Nightingale Elementary
7,7,01M134      ,P.S. 134 Henrietta Szold,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1960 12:00,Open,293 EAST BROADWAY,103,1,202,MN28,1,"(40.714248, -73.983854)",40.714248,-73.983854,10002,10002,Lower East Side,Manhattan,P.S. 134 Henrietta Szold Elementary
8,8,01M140      ,P.S. 140 Nathan Straus,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08",1/7/1959 12:00,Open,123 RIDGE STREET,103,1,2201,MN28,1,"(40.719148, -73.983769)",40.719148,-73.983769,10002,10002,Lower East Side,Manhattan,P.S. 140 Nathan Straus K-8
9,9,01M142      ,P.S. 142 Amalia Castro,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1976 12:00,Open,100 ATTORNEY STREET,103,1,1402,MN28,1,"(40.718121, -73.984116)",40.718121,-73.984116,10002,10002,Lower East Side,Manhattan,P.S. 142 Amalia Castro Elementary
10,10,01M184      ,P.S. 184m Shuang Wen,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08",6/22/1999 0:00,Open,327 CHERRY STREET,103,1,201,MN28,1,"(40.711125, -73.985438)",40.711125,-73.985438,10002,10002,Lower East Side,Manhattan,P.S. 184m Shuang Wen K-8
11,11,01M188      ,P.S. 188 The Island School,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08",1/7/2004 12:00,Open,442 EAST HOUSTON STREET,103,2,2000,MN28,1,"(40.719888, -73.97738)",40.719888,-73.97738,10002,10002,Lower East Side,Manhattan,P.S. 188 The Island School K-8
12,12,01M292      ,Orchard Collegiate Academy,General Academic,High school,"09,10,11,12",8/9/2004 12:00,Open,220 HENRY STREET,103,1,201,MN28,1,"(40.713362, -73.986051)",40.713362,-73.986051,10002,10002,Lower East Side,Manhattan,Orchard Collegiate Academy High school
13,13,01M301      ,"Technology, Arts, and Sciences Studio",General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2005 12:00,Open,185 1 AVENUE,103,2,4000,MN22,1,"(40.730009, -73.984496)",40.730009,-73.984496,10003,10003,"Greenwich Village, Union Square, Gramercy, Flatiron",Manhattan,"Technology, Arts, and Sciences Studio Junior High-Intermediate-Middle"
14,14,01M315      ,The East Village Community School,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1999 12:00,Open,610 EAST  12 STREET,103,2,2800,MN28,1,"(40.727537, -73.978254)",40.727537,-73.978254,10009,10009,East Village,Manhattan,The East Village Community School Elementary
15,15,01M332      ,University Neighborhood Middle School,General Academic,Junior High-Intermediate-Middle,"06,07,08",9/13/2004 0:00,Open,220 HENRY STREET,103,1,201,MN28,1,"(40.713362, -73.986051)",40.713362,-73.986051,10002,10002,Lower East Side,Manhattan,University Neighborhood Middle School Junior High-Intermediate-Middle
16,16,01M361      ,The Children's Workshop School,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1999 12:00,Open,610 EAST  12 STREET,103,2,2800,MN28,1,"(40.727537, -73.978254)",40.727537,-73.978254,10009,10009,East Village,Manhattan,The Children's Workshop School Elementary
17,17,01M363      ,Neighborhood School,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1999 12:00,Open,121 EAST  3 STREET,103,2,3200,MN22,1,"(40.72444, -73.986214)",40.72444,-73.986214,10009,10009,East Village,Manhattan,Neighborhood School Elementary
18,18,01M364      ,Earth School,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1999 12:00,Open,600 EAST  6 STREET,103,2,2601,MN28,1,"(40.72313, -73.981597)",40.72313,-73.981597,10009,10009,East Village,Manhattan,Earth School Elementary
19,19,01M378      ,School for Global Leaders,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2008 12:00,Open,145 STANTON STREET,103,1,3001,MN27,1,"(40.72004, -73.986038)",40.72004,-73.986038,10002,10002,Lower East Side,Manhattan,School for Global Leaders Junior High-Intermediate-Middle
20,20,01M448      ,University Neighborhood High School,General Academic,High school,"09,10,11,12",4/6/1999 12:00,Open,200 MONROE STREET,103,1,202,MN28,1,"(40.712269, -73.984128)",40.712269,-73.984128,10002,10002,Lower East Side,Manhattan,University Neighborhood High School High school
21,21,01M450      ,East Side Community School,General Academic,Secondary School,"06,07,08,09,10,11,12",5/6/1996 12:00,Open,420 EAST 12 STREET,103,2,3400,MN22,1,"(40.729152, -73.982472)",40.729152,-73.982472,10009,10009,East Village,Manhattan,East Side Community School Secondary School
22,22,01M458      ,Forsyth Satellite Academy,Transfer School,High school,"09,10,11,12",1/7/2010 12:00,Open,198 FORSYTH STREET,103,1,3601,MN27,1,"(40.722415, -73.990468)",40.722415,-73.990468,10002,10002,Lower East Side,Manhattan,Forsyth Satellite Academy High school
23,23,01M509      ,Marta Valle High School,General Academic,High school,"09,10,11,12",5/6/1996 12:00,Open,145 STANTON STREET,103,1,3001,MN27,1,"(40.72004, -73.986038)",40.72004,-73.986038,10002,10002,Lower East Side,Manhattan,Marta Valle High School High school
24,24,01M515      ,Lower East Side Preparatory High School,Transfer School,High school,"09,10,11,12",5/6/1996 12:00,Open,145 STANTON STREET,103,1,3001,MN27,1,"(40.72004, -73.986038)",40.72004,-73.986038,10002,10002,Lower East Side,Manhattan,Lower East Side Preparatory High School High school
25,25,01M539      ,"New Explorations into Science, Technology and Math",General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12",1/7/2000 12:00,Open,111 COLUMBIA STREET,103,2,2201,MN28,1,"(40.719416, -73.979581)",40.719416,-73.979581,10002,10002,Lower East Side,Manhattan,"New Explorations into Science, Technology and Math K-12 all grades"
26,26,01M650      ,Cascades High School,Transfer School,High school,"09,10,11,12",5/1/1998 12:00,Open,198 FORSYTH STREET,103,1,3601,MN27,1,"(40.722415, -73.990468)",40.722415,-73.990468,10002,10002,Lower East Side,Manhattan,Cascades High School High school
27,27,01M696      ,Bard High School Early College,General Academic,High school,"09,10,11,12",1/7/2001 12:00,Open,525 EAST HOUSTON STREET,103,2,1002,MN28,1,"(40.718276, -73.976093)",40.718276,-73.976093,10002,10002,Lower East Side,Manhattan,Bard High School Early College High school
28,28,01M839      ,Tompkins Square Middle School,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2001 12:00,Open,600 EAST  6 STREET,103,2,2601,MN28,1,"(40.72313, -73.981597)",40.72313,-73.981597,10009,10009,East Village,Manhattan,Tompkins Square Middle School Junior High-Intermediate-Middle
29,29,02M001      ,P.S. 001 Alfred E. Smith,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1998 12:00,Open,8 HENRY STREET,103,1,2700,MN27,2,"(40.71255, -73.997478)",40.71255,-73.997478,10038,10038,"Financial District, Seaport",Manhattan,P.S. 001 Alfred E. Smith Elementary
30,30,02M002      ,P.S. 002 Meyer London,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1958 12:00,Open,122 HENRY STREET,103,1,600,MN28,2,"(40.712907, -73.991523)",40.712907,-73.991523,10002,10002,Lower East Side,Manhattan,P.S. 002 Meyer London Elementary
31,31,02M003      ,P.S. 003 Charrette School,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2005 12:00,Open,490 HUDSON STREET,102,3,7300,MN23,2,"(40.732603, -74.005949)",40.732603,-74.005949,10014,10014,"West Village, Soho",Manhattan,P.S. 003 Charrette School Elementary
32,32,02M006      ,P.S. 006 Lillie D. Blake,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1953 12:00,Open,45 EAST  81 STREET,108,4,14200,MN40,2,"(40.777737, -73.960427)",40.777737,-73.960427,10028,10028,Upper East Side,Manhattan,P.S. 006 Lillie D. Blake Elementary
33,33,02M011      ,P.S. 011 William T. Harris,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2025 12:00,Open,320 WEST  21 STREET,104,3,8900,MN13,2,"(40.744186, -74.000743)",40.744186,-74.000743,10011,10011,"Chelsea ,  Village",Manhattan,P.S. 011 William T. Harris Elementary
34,34,02M033      ,P.S. 033 Chelsea Prep,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1951 12:00,Open,281 9 AVENUE,104,3,9700,MN13,2,"(40.749014, -74.000238)",40.749014,-74.000238,10001,10001,"Chelsea,  West Midtown",Manhattan,P.S. 033 Chelsea Prep Elementary
35,35,02M040      ,P.S. 040 Augustus Saint-Gaudens,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1999 12:00,Open,319 EAST 19 STREET,106,2,6400,MN21,2,"(40.735328, -73.981536)",40.735328,-73.981536,10003,10003,"Greenwich Village, Union Square, Gramercy, Flatiron",Manhattan,P.S. 040 Augustus Saint-Gaudens Elementary
36,36,02M041      ,P.S. 041 Greenwich Village,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1958 12:00,Open,116 WEST  11 STREET,102,3,7100,MN23,2,"(40.73545, -73.999094)",40.73545,-73.999094,10011,10011,"Chelsea ,  Village",Manhattan,P.S. 041 Greenwich Village Elementary
37,37,02M042      ,P.S. 042 Benjamin Altman,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1999 12:00,Open,71 HESTER STREET,103,1,1600,MN27,2,"(40.716126, -73.990826)",40.716126,-73.990826,10002,10002,Lower East Side,Manhattan,P.S. 042 Benjamin Altman Elementary
38,38,02M047      ,47 The American Sign Language and English Secondar,Special Education,High school,"09,10,11,12,SE",1/7/2008 12:00,Open,223 EAST 23 STREET,106,2,6400,MN21,2,"(40.738374, -73.981329)",40.738374,-73.981329,10010,10010,"Gramercy, Flatiron",Manhattan,47 The American Sign Language and English Secondar High school
39,39,02M051      ,P.S. 051 Elias Howe,General Academic,Elementary,"0K,01,02,03,04,05",1/7/2005 12:00,Open,525 WEST 44TH STREET,104,3,12900,MN15,2,"(40.761487, -73.995825)",40.761487,-73.995825,10036,10036,Midtown West,Manhattan,P.S. 051 Elias Howe Elementary
40,40,02M059      ,P.S. 059 Beekman Hill International,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1960 12:00,Open,231-249 EAST 56 STREET,106,4,10800,MN19,2,"(40.759248, -73.967204)",40.759248,-73.967204,10022,10022,Midtown East,Manhattan,P.S. 059 Beekman Hill International Elementary
41,41,02M077      ,P.S. 77 Lower Lab School,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1999 12:00,Open,1700 3 AVENUE,108,5,15801,MN40,2,"(40.785018, -73.95042)",40.785018,-73.95042,10128,10128,Upper East Side,Manhattan,P.S. 77 Lower Lab School Elementary
42,42,02M089      ,P.S. 89,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1998 12:00,Open,201 WARREN STREET,101,1,31703,MN25,2,"(40.71701, -74.013967)",40.71701,-74.013967,10282,10282,"Tribeca, Financial District",Manhattan,P.S. 89 Elementary
43,43,02M104      ,J.H.S. 104 Simon Baruch,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/1956 12:00,Open,330 EAST  21 STREET,106,2,6400,MN21,2,"(40.735879, -73.981034)",40.735879,-73.981034,10010,10010,"Gramercy, Flatiron",Manhattan,J.H.S. 104 Simon Baruch Junior High-Intermediate-Middle
44,44,02M111      ,P.S. 111 Adolph S. Ochs,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1958 12:00,Open,440 WEST  53 STREET,104,3,13300,MN15,2,"(40.76588, -73.989776)",40.76588,-73.989776,10019,10019,Midtown West,Manhattan,P.S. 111 Adolph S. Ochs Elementary
45,45,02M114      ,East Side Middle School,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/1999 12:00,Open,331 EAST 91ST STREET,108,5,15400,MN32,2,"(40.780452, -73.947379)",40.780452,-73.947379,10128,10128,Upper East Side,Manhattan,East Side Middle School Junior High-Intermediate-Middle
46,46,02M116      ,P.S. 116 Mary Lindley Murray,General Academic,Elementary,"0K,01,02,03,04,05",1/7/2026 12:00,Open,210 EAST  33 STREET,106,2,7000,MN20,2,"(40.744511, -73.977906)",40.744511,-73.977906,10016,10016,"Murray Hill, Kips Bay",Manhattan,P.S. 116 Mary Lindley Murray Elementary
47,47,02M124      ,P.S. 124 Yung Wing,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1976 12:00,Open,40 DIVISION STREET,103,1,1600,MN27,2,"(40.715097, -73.996017)",40.715097,-73.996017,10002,10002,Lower East Side,Manhattan,P.S. 124 Yung Wing Elementary
48,48,02M126      ,P.S. 126 Jacob August Riis,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08",1/7/1966 12:00,Open,80 CATHERINE STREET,103,1,2500,MN27,2,"(40.710651, -73.99742)",40.710651,-73.99742,10038,10038,"Financial District, Seaport",Manhattan,P.S. 126 Jacob August Riis K-8
49,49,02M130      ,P.S. 130 Hernando De Soto,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2021 12:00,Open,143 BAXTER STREET,102,1,4100,MN24,2,"(40.71866, -73.998326)",40.71866,-73.998326,10013,10013,"Tribeca, Soho",Manhattan,P.S. 130 Hernando De Soto Elementary
50,50,02M131      ,M.S. 131,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/1983 12:00,Open,100 HESTER STREET,103,1,1600,MN27,2,"(40.716231, -73.993607)",40.716231,-73.993607,10002,10002,Lower East Side,Manhattan,M.S. 131 Junior High-Intermediate-Middle
51,51,02M135      ,The Urban Assembly School for Emergency Management,Career Technical,High school,"09,10,11,12",1/7/2013 12:00,Open,411 PEARL STREET,101,1,2900,MN27,2,"(40.711441, -74.000851)",40.711441,-74.000851,10038,10038,"Financial District, Seaport",Manhattan,The Urban Assembly School for Emergency Management High school
52,52,02M139      ,Stephen T. Mather Building Arts & Craftsmanship Hi,Career Technical,High school,"09,10,11,12",1/7/2013 12:00,Open,439 WEST 49TH STREET,104,3,12700,MN15,2,"(40.763655, -73.990318)",40.763655,-73.990318,10019,10019,Midtown West,Manhattan,Stephen T. Mather Building Arts & Craftsmanship Hi High school
53,53,02M150      ,P.S. 150,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2000 12:00,Open,334 GREENWICH STREET,101,1,3900,MN24,2,"(40.71953, -74.01088)",40.71953,-74.01088,10013,10013,"Tribeca, Soho",Manhattan,P.S. 150 Elementary
54,54,02M151      ,Yorkville Community School,General Academic,Elementary,"0K,01,02,03,04,05",1/7/2009 12:00,Open,421 EAST  88 STREET,108,5,14402,MN32,2,"(40.777948, -73.947287)",40.777948,-73.947287,10128,10128,Upper East Side,Manhattan,Yorkville Community School Elementary
55,55,02M158      ,P.S. 158 Bayard Taylor,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1998 12:00,Open,1458 YORK AVENUE,108,5,13200,MN31,2,"(40.770215, -73.950745)",40.770215,-73.950745,10075,10075,Upper East Side,Manhattan,P.S. 158 Bayard Taylor Elementary
56,56,02M167      ,J.H.S. 167 Robert F. Wagner,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/1956 12:00,Open,220 EAST  76 STREET,108,4,13400,MN31,2,"(40.771541, -73.957827)",40.771541,-73.957827,10021,10021,Upper East Side,Manhattan,J.H.S. 167 Robert F. Wagner Junior High-Intermediate-Middle
57,57,02M177      ,Yorkville East Middle School,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2014 12:00,Open,1458 YORK AVENUE,108,5,13200,MN31,2,"(40.770215, -73.950745)",40.770215,-73.950745,10075,10075,Upper East Side,Manhattan,Yorkville East Middle School Junior High-Intermediate-Middle
58,58,02M183      ,P.S. 183 Robert L. Stevenson,General Academic,Elementary,"0K,01,02,03,04,05",1/7/2004 12:00,Open,419 EAST  66 STREET,108,5,11600,MN31,2,"(40.763804, -73.957731)",40.763804,-73.957731,10065,10065,Upper East Side,Manhattan,P.S. 183 Robert L. Stevenson Elementary
59,59,02M198      ,P.S. 198 Isador E. Ida Straus,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/1960 12:00,Open,1700 3 AVENUE,108,5,15801,MN40,2,"(40.785018, -73.95042)",40.785018,-73.95042,10128,10128,Upper East Side,Manhattan,P.S. 198 Isador E. Ida Straus Elementary
60,60,02M212      ,P.S. 212 Midtown West,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1999 12:00,Open,328 WEST  48 STREET,104,3,12700,MN15,2,"(40.761327, -73.988665)",40.761327,-73.988665,10036,10036,Midtown West,Manhattan,P.S. 212 Midtown West Elementary
61,61,02M217      ,P.S./I.S. 217 Roosevelt Island,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08",1/7/1999 12:00,Open,645 MAIN STREET,108,5,23801,MN31,2,"(40.753598, -73.956435)",40.753598,-73.956435,10044,10044,"Washington Hts, Hudson Hts",Manhattan,P.S./I.S. 217 Roosevelt Island K-8
62,62,02M225      ,Ella Baker School,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08",1/7/1999 12:00,Open,317 EAST  67 STREET,108,5,11800,MN31,2,"(40.765638, -73.959777)",40.765638,-73.959777,10065,10065,Upper East Side,Manhattan,Ella Baker School K-8
63,63,02M234      ,P.S. 234 Independence School,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1988 12:00,Open,292 GREENWICH STREET,101,1,3900,MN24,2,"(40.71953, -74.01088)",40.71953,-74.01088,10013,10013,"Tribeca, Soho",Manhattan,P.S. 234 Independence School Elementary
64,64,02M255      ,M.S. 255 Salk School of Science,General Academic,Junior High-Intermediate-Middle,"06,07,08",6/21/2000 0:00,Open,319 EAST 19 STREET,106,2,6400,MN21,2,"(40.735328, -73.981536)",40.735328,-73.981536,10003,10003,"Greenwich Village, Union Square, Gramercy, Flatiron",Manhattan,M.S. 255 Salk School of Science Junior High-Intermediate-Middle
65,65,02M260      ,M.S. 260 Clinton School Writers & Artists,General Academic,Secondary School,"06,07,08,09,10,11,12",6/21/2000 0:00,Open,10 East 15th Street,105,2,5200,MN13,2,"(40.736526, -73.992727)",40.736526,-73.992727,10003,10003,"Greenwich Village, Union Square, Gramercy, Flatiron",Manhattan,M.S. 260 Clinton School Writers & Artists Secondary School
66,66,02M267      ,"East Side Elementary School, PS 267",General Academic,Elementary,"0K,01,02,03,04,05",1/7/2010 12:00,Open,213 EAST 63RD STREET,108,4,11000,MN31,2,"(40.763883, -73.963861)",40.763883,-73.963861,10065,10065,Upper East Side,Manhattan,"East Side Elementary School, PS 267 Elementary"
67,67,02M276      ,Battery Park City School,General Academic,K-8,"0K,01,02,03,04,05,06,07,08",1/7/2009 12:00,Open,55 BATTERY PLACE,101,1,31704,MN25,2,"(40.706384, -74.017456)",40.706384,-74.017456,10004,10004,Battery Park City,Manhattan,Battery Park City School K-8
68,68,02M280      ,Manhattan Early College School for Advertising,Career Technical,High school,"09,10,11,12",1/7/2014 12:00,Open,411 PEARL STREET,101,1,2900,MN27,2,"(40.711441, -74.000851)",40.711441,-74.000851,10038,10038,"Financial District, Seaport",Manhattan,Manhattan Early College School for Advertising High school
69,69,02M281      ,The River School,General Academic,Elementary,"PK,0K,01,02,03,04,05",1/7/2013 12:00,Open,425 EAST 35TH STREET,106,4,8601,MN19,2,"(40.744288, -73.972592)",40.744288,-73.972592,10016,10016,"Murray Hill, Kips Bay",Manhattan,The River School Elementary
70,70,02M282      ,Urban Assembly Maker Academy,Career Technical,High school,"09,10,11,12",1/7/2014 12:00,Open,411 PEARL STREET,101,1,2900,MN27,2,"(40.711441, -74.000851)",40.711441,-74.000851,10038,10038,"Financial District, Seaport",Manhattan,Urban Assembly Maker Academy High school
71,71,02M288      ,Food and Finance High School,Career Technical,High school,"09,10,11,12",8/9/2004 12:00,Open,525 WEST  50TH STREET,104,3,13500,MN15,2,"(40.765474, -73.9927)",40.765474,-73.9927,10019,10019,Midtown West,Manhattan,Food and Finance High School High school
72,72,02M289      ,I.S. 289,General Academic,Junior High-Intermediate-Middle,"06,07,08",5/27/1998 0:00,Open,201 WARREN STREET,101,1,31703,MN25,2,"(40.71701, -74.013967)",40.71701,-74.013967,10282,10282,"Tribeca, Financial District",Manhattan,I.S. 289 Junior High-Intermediate-Middle
73,73,02M290      ,P.S. 290 Manhattan New School,General Academic,Elementary,"0K,01,02,03,04,05",1/7/1999 12:00,Open,311 EAST  82 STREET,108,5,13800,MN32,2,"(40.775181, -73.952777)",40.775181,-73.952777,10028,10028,Upper East Side,Manhattan,P.S. 290 Manhattan New School Elementary
74,74,02M294      ,Essex Street Academy,General Academic,High school,"09,10,11,12",8/9/2004 12:00,Open,350 GRAND STREET,103,1,1800,MN27,2,"(40.717329, -73.989329)",40.717329,-73.989329,10002,10002,Lower East Side,Manhattan,Essex Street Academy High school
75,75,02M296      ,High School of Hospitality Management,General Academic,High school,"09,10,11,12",8/9/2004 12:00,Open,525 WEST  50TH STREET,104,3,13500,MN15,2,"(40.765474, -73.9927)",40.765474,-73.9927,10019,10019,Midtown West,Manhattan,High School of Hospitality Management High school
76,76,02M297      ,M.S. 297,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/2017 12:00,Open,10 East 15th Street,105,2,5200,MN13,2,"(40.736526, -73.992727)",40.736526,-73.992727,10003,10003,"Greenwich Village, Union Square, Gramercy, Flatiron",Manhattan,M.S. 297 Junior High-Intermediate-Middle
77,77,02M298      ,Pace High School,General Academic,High school,"09,10,11,12",8/9/2004 12:00,Open,100 HESTER STREET,103,1,1600,MN27,2,"(40.716231, -73.993607)",40.716231,-73.993607,10002,10002,Lower East Side,Manhattan,Pace High School High school
78,78,02M300      ,"Urban Assembly School of Design and Construction,",General Academic,High school,"09,10,11,12",8/9/2004 12:00,Open,525 WEST  50TH STREET,104,3,13500,MN15,2,"(40.765474, -73.9927)",40.765474,-73.9927,10019,10019,Midtown West,Manhattan,"Urban Assembly School of Design and Construction, High school"
79,79,02M303      ,"Facing History School, The",General Academic,High school,"09,10,11,12",1/7/2005 12:00,Open,525 WEST  50TH STREET,104,3,13500,MN15,2,"(40.765474, -73.9927)",40.765474,-73.9927,10019,10019,Midtown West,Manhattan,"Facing History School, The High school"
80,80,02M305      ,"Urban Assembly Academy of Government and Law, The",General Academic,High school,"09,10,11,12",1/7/2005 12:00,Open,350 GRAND STREET,103,1,1800,MN27,2,"(40.717329, -73.989329)",40.717329,-73.989329,10002,10002,Lower East Side,Manhattan,"Urban Assembly Academy of Government and Law, The High school"
81,81,02M308      ,Lower Manhattan Arts Academy,General Academic,High school,"09,10,11,12",1/7/2005 12:00,Open,350 GRAND STREET,103,1,1800,MN27,2,"(40.717329, -73.989329)",40.717329,-73.989329,10002,10002,Lower East Side,Manhattan,Lower Manhattan Arts Academy High school
82,82,02M312      ,New York City Lab Middle School for Collaborative,General Academic,Junior High-Intermediate-Middle,"06,07,08",1/7/1999 12:00,Open,333 WEST  17 STREET,104,3,8300,MN13,2,"(40.742512, -74.002222)",40.742512,-74.002222,10011,10011,"Chelsea ,  Village",Manhattan,New York City Lab Middle School for Collaborative Junior High-Intermediate-Middle
83,83,02M313      ,"James Baldwin School, The: A School for Expedition",Transfer School,High school,"09,10,11,12",1/7/2005 12:00,Open,351 WEST  18 STREET,104,3,8900,MN13,2,"(40.743407, -74.00254)",40.743407,-74.00254,10011,10011,"Chelsea ,  Village",Manhattan,"James Baldwin School, The: A School for Expedition High school"
84,84,02M316      ,"Urban Assembly School of Business for Young Women,",General Academic,High school,"09,10,11,12",1/7/2005 12:00,Open,26 BROADWAY,101,1,900,MN25,2,"(40.705688, -74.013303)",40.705688,-74.013303,10004,10004,Battery Park City,Manhattan,"Urban Assembly School of Business for Young Women, High school"
85,85,02M340      ,Sixth Avenue Elementary School,General Academic,Elementary,"0K,01,02,03,04,05",1/7/2014 12:00,Open,590 SIXTH AVENUE,105,3,5400,MN13,2,"(40.739145, -73.995534)",40.739145,-73.995534,10011,10011,"Chelsea ,  Village",Manhattan,Sixth Avenue Elementary School Elementary
86,86,02M343      ,The Peck Slip School,General Academic,Elementary,"0K,01,02,03,04,05",1/7/2012 12:00,Open,1 PECK SLIP,101,1,1501,MN25,2,"(40.708774, -74.002407)",40.708774,-74.002407,10038,10038,"Financial District, Seaport",Manhattan,The Peck Slip School Elementary
87,87,02M347      ,The 47 American Sign Language & English Lower Scho,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08",1/7/2005 12:00,Open,223 EAST 23 STREET,106,2,6400,MN21,2,"(40.738374, -73.981329)",40.738374,-73.981329,10010,10010,"Gramercy, Flatiron",Manhattan,The 47 American Sign Language & English Lower Scho K-8
88,88,02M374      ,Gramercy Arts High School,General Academic,High school,"09,10,11,12",1/7/2008 12:00,Open,40 IRVING PLACE,106,2,5000,MN21,2,"(40.735361, -73.987064)",40.735361,-73.987064,10003,10003,"Greenwich Village, Union Square, Gramercy, Flatiron",Manhattan,Gramercy Arts High School High school
89,89,02M376      ,NYC iSchool,General Academic,High school,"09,10,11,12",1/7/2008 12:00,Open,131 AVENUE OF THE AMERICAS,102,3,3700,MN24,2,"(40.72463, -74.005058)",40.72463,-74.005058,10013,10013,"Tribeca, Soho",Manhattan,NYC iSchool High school
