License Number,Establishment Type,Entity Name,Street Number,Street Name,City,State,Zip Code,latitude,longitude,zcta,nbhLabel,boroLabel,label
629519,JAC   ,GUZMAN FLORENCIO MENDEZ          ,1311,ST NICHOLAS AVE             ,NEW YORK          ,NY,10033,0,0,10033,Washington Heights,Manhattan,GUZMAN FLORENCIO MENDEZ
629514,JAC   ,AMEER FOOD CORP                  ,748,ST NICHOLAS AVE              ,NEW YORK          ,NY,10031,40.82563,-73.943604,10031,"Hamilton Heights, Sugar Hill",Manhattan,AMEER FOOD CORP
628392,A     ,GENERAL NUTRITION CORP           ,985,1ST AVE                      ,NEW YORK          ,NY,10022,40.756435,-73.96428,10022,Midtown East,Manhattan,GENERAL NUTRITION CORP
628386,A     ,CHT INC                          ,197,HESTER ST                    ,NEW YORK          ,NY,10013,40.718245,-73.998208,10013,"Tribeca, Soho",Manhattan,CHT INC
629428,JABC  ,ACITREZZA LLC                    ,64,UNIVERSITY PL             ,NEW YORK          ,NY,10003,40.732891,-73.993658,10003,"Greenwich Village, Union Square, Gramercy, Flatiron",Manhattan,ACITREZZA LLC
705553,JAC   ,BAKED BY MELISSA LLC             ,784,LEXINGTON AVE          ,NEW YORK          ,NY,10065,40.763522,-73.967227,10065,Upper East Side,Manhattan,BAKED BY MELISSA LLC
706188,A     ,2054 LEXINGTON CANDY STORE INC   ,2054,LEXINGTON AVE               ,NEW YORK          ,NY,10035,40.803968,-73.937722,10035,Harlem,Manhattan,2054 LEXINGTON CANDY STORE INC
706236,A     ,LUCKY HESTER CORNER GROCERY STORE,119D,HESTER ST                   ,NEW YORK          ,NY,10002,40.716657,-73.993419,10002,Lower East Side,Manhattan,LUCKY HESTER CORNER GROCERY STORE
706223,JAC   ,K & K FOOD DELI CORP             ,57,MARKET ST                     ,NEW YORK          ,NY,10002,40.711598,-73.994265,10002,Lower East Side,Manhattan,K & K FOOD DELI CORP
629395,JAC   ,CTAC HOLDINGS LLC                ,324,"GRAND CENTRAL, STALL#24 #",NEW YORK          ,NY,10017,0,0,10017,Midtown East,Manhattan,CTAC HOLDINGS LLC
705296,JAC   ,ALEX GOURMET DELI INC            ,741,ST NICHOLAS AVE              ,NEW YORK          ,NY,10031,0,0,10031,"Hamilton Heights, Sugar Hill",Manhattan,ALEX GOURMET DELI INC
628472,A     ,DOLLAR TOWER INC                 ,600-602,W 207TH ST               ,NEW YORK          ,NY,10034,0,0,10034,Inwood,Manhattan,DOLLAR TOWER INC
628718,JAC   ,H&W DELI GROCERY INC             ,4740-44,BROADWAY                 ,NEW YORK          ,NY,10040,0,0,10040,"Washington Hts, Hudson Hts",Manhattan,H&W DELI GROCERY INC
629392,JAC   ,2082 MADISON FOOD CORP           ,2082,MADISON AVE                 ,NEW YORK          ,NY,10037,40.809578,-73.937844,10037,Harlem,Manhattan,2082 MADISON FOOD CORP
629136,A     ,C&Y 99 CENTS NYC INC             ,596,LENOX AVE                    ,NEW YORK          ,NY,10037,40.817214,-73.938504,10037,Harlem,Manhattan,C&Y 99 CENTS NYC INC
628959,JAC   ,2829 PALACE FOOD INC             ,2829,FREDERICK DOUGLAS BLVD      ,NEW YORK          ,NY,10039,40.826429,-73.939305,10039,Harlem,Manhattan,2829 PALACE FOOD INC
628454,JAC   ,2070 KS DELI GROCERY INC         ,2070,8TH AVE                     ,NEW YORK          ,NY,10026,40.802052,-73.9571,10026,"Manhattan Valley, Morningside Heights, Harlem",Manhattan,2070 KS DELI GROCERY INC
628456,JAC   ,FAMILY FRUIT AND MEAT MARKET CORP,1474,ST NICHOLAS AVE             ,NEW YORK          ,NY,10033,40.851018,-73.93249,10033,Washington Heights,Manhattan,FAMILY FRUIT AND MEAT MARKET CORP
628960,JAC   ,SKYLINE GOURMET DELI INC         ,700,10TH AVE                     ,NEW YORK          ,NY,10019,40.764021,-73.99228,10019,Midtown West,Manhattan,SKYLINE GOURMET DELI INC
705534,JAC   ,DAROU SALAM MARKET INC           ,2890,8TH AVE                     ,NEW YORK          ,NY,10039,40.828054,-73.938108,10039,Harlem,Manhattan,DAROU SALAM MARKET INC
628725,JAC   ,DROMADAIRE ASSOCIATE INC         ,875,3RD AVE                      ,NEW YORK          ,NY,10022,40.757483,-73.96954,10022,Midtown East,Manhattan,DROMADAIRE ASSOCIATE INC
628958,JAC   ,GODIVA CHOCOLATIER INC           ,650,5TH AVE                      ,NEW YORK          ,NY,10019,0,0,10019,Midtown West,Manhattan,GODIVA CHOCOLATIER INC
628957,A     ,WASHINGTON HEIGHTS GROCERY CANDY ,4067,1/2 BROADWAY                ,NEW YORK          ,NY,10032,0,0,10032,Washington Heights,Manhattan,WASHINGTON HEIGHTS GROCERY CANDY
629111,JAC   ,VALLEY SHEPHERD LLC              ,,UNION SQUARE GREEN MARKET    ,NEW YORK          ,NY,10003,0,0,10003,"Greenwich Village, Union Square, Gramercy, Flatiron",Manhattan,VALLEY SHEPHERD LLC
628458,JAC   ,YC DELI GOURMET MARKET INC       ,1576,2ND AVE                     ,NEW YORK          ,NY,10028,40.775236,-73.953665,10028,Upper East Side,Manhattan,YC DELI GOURMET MARKET INC
629113,JAC   ,ELM HEALTH CHELSEA CORP          ,56,7TH AVE                   ,NEW YORK          ,NY,10011,40.73841,-73.99979,10011,"Chelsea ,  Village",Manhattan,ELM HEALTH CHELSEA CORP
629138,JAC   ,SUSHI HOUSE INC                  ,240,E 86TH ST              ,NEW YORK          ,NY,10028,40.778127,-73.952328,10028,Upper East Side,Manhattan,SUSHI HOUSE INC
705488,JAC   ,CARREON GROCERY DELI INC         ,4975,BROADWAY                    ,NEW YORK          ,NY,10034,40.868153,-73.919609,10034,Inwood,Manhattan,CARREON GROCERY DELI INC
629109,JAC   ,ADNADER INC                      ,218,ST NICHOLAS AVE              ,NEW YORK          ,NY,10027,40.80755,-73.952906,10027,"Mt. Morris Park, Morningside Heights",Manhattan,ADNADER INC
628461,JAC   ,135 FUTURE L&M CORP              ,24,W 135TH ST                    ,NEW YORK          ,NY,10037,40.813372,-73.939112,10037,Harlem,Manhattan,135 FUTURE L&M CORP
705393,JAC   ,BEST SERVICE STATION INC         ,2161,AMSTERDAM AVE               ,NEW YORK          ,NY,10032,40.83917,-73.937427,10032,Washington Heights,Manhattan,BEST SERVICE STATION INC
720001,A     ,DVK INC                          ,179-30,HILLSIDE AVE              ,JAMAICA           ,NY,11432,0,0,11432,"Jamaica Estates, Jamaica Hills",Queens,DVK INC
716144,A     ,SUPER SPRING GROCERY CORP        ,90-39,SPRINGFIELD BLVD           ,QUEENS VILLAGE    ,NY,11428,0,0,11428,"Bellaire, Queens Village",Queens,SUPER SPRING GROCERY CORP
728157,A     ,HEALTHY GROWTH INC               ,42-09,69TH STREET                ,WOODSIDE          ,NY,11377,0,0,11377,Woodside,Queens,HEALTHY GROWTH INC
720042,JAC   ,JAR 259 FOOD CORP                ,259-01,UNION TPIKE               ,GLEN OAKS         ,NY,11004,0,0,11004,Glen Oaks,Queens,JAR 259 FOOD CORP
716142,A     ,APNA PHARMACY INC                ,71-06,37TH AVE                   ,JACKSON HEIGHTS   ,NY,11372,0,0,11372,Jackson Heights,Queens,APNA PHARMACY INC
722208,JAC   ,TARGET CORPORATION               ,70-00,AUSTIN ST                  ,FOREST HILLS      ,NY,11375,0,0,11375,"Forest Hills, Forest Hills Gardens",Queens,TARGET CORPORATION
728120,JAC   ,THE NEW TITASH SUPERMARKET INC   ,71-08,35TH AVENUE                ,JACKSON HEIGHTS   ,NY,11372,0,0,11372,Jackson Heights,Queens,THE NEW TITASH SUPERMARKET INC
716181,A     ,ELITE EXCLUSIVE INC              ,214-85,JAMAICA AVE           ,QUEENS VILLAGE    ,NY,11428,0,0,11428,"Bellaire, Queens Village",Queens,ELITE EXCLUSIVE INC
728111,JAC   ,NATURES DETOX JUICE BAR & GRILL I,168-03,JAMAICA AVE               ,JAMAICA           ,NY,11432,0,0,11432,"Jamaica Estates, Jamaica Hills",Queens,NATURES DETOX JUICE BAR & GRILL I
629103,A     ,1ST & 96TH MANAGEMENT INC        ,1855,1ST AVE                     ,NEW YORK          ,NY,10128,40.782906,-73.944973,10128,Upper East Side,Manhattan,1ST & 96TH MANAGEMENT INC
705291,JAC   ,BEST GOURMET DELI GROCERY INC    ,896,AMSTERDAM AVE                ,NEW YORK          ,NY,10025,40.799083,-73.966712,10025,Upper West Side,Manhattan,BEST GOURMET DELI GROCERY INC
629398,JAC   ,YORKK DELI & GROCERY INC         ,1661,YORK AVE                    ,NEW YORK          ,NY,10128,40.776743,-73.946528,10128,Upper East Side,Manhattan,YORKK DELI & GROCERY INC
629096,JAC   ,BAKED BY MELISSA LLC             ,526,7TH AVE                ,NEW YORK          ,NY,10018,40.753803,-73.988561,10018,Midtown West,Manhattan,BAKED BY MELISSA LLC
705584,JAC   ,SUN & MOON DELI CORP             ,142,E 112TH ST                   ,NEW YORK          ,NY,10029,40.796128,-73.94362,10029,"East Harlem, Carnegie Hill",Manhattan,SUN & MOON DELI CORP
628787,JAC   ,EL JALAPENO INC                  ,528,W 145TH ST             ,NEW YORK          ,NY,10031,40.825935,-73.949275,10031,"Hamilton Heights, Sugar Hill",Manhattan,EL JALAPENO INC
720047,JAC   ,GREEN APPLE SUPERMARKET OF LIC IN,38-50,21ST ST                    ,LONG ISLAND CITY  ,NY,11101,0,0,11101,Long Island City,Queens,GREEN APPLE SUPERMARKET OF LIC IN
728094,JAC   ,ASTORIA SEAFOOD CORP             ,21-61,31ST ST                    ,ASTORIA           ,NY,11105,0,0,11105,Astoria,Queens,ASTORIA SEAFOOD CORP
716235,A     ,MOOGLE ENTERPRISES INC           ,96-11,NORTHERN BLVD              ,CORONA            ,NY,11368,0,0,11368,Willets Point,Queens,MOOGLE ENTERPRISES INC
722251,JAC   ,YAMIN FOOD MART INC              ,76-15,WOODSIDE AVE               ,ELMHURST          ,NY,11373,0,0,11373,Elmhurst,Queens,YAMIN FOOD MART INC
716211,JAC   ,INTERMEX PRODUCE INC             ,98-18,37TH AVE               ,CORONA            ,NY,11368,0,0,11368,Willets Point,Queens,INTERMEX PRODUCE INC
728089,JAC   ,AAR DELI GROCERY CORP            ,146-04,LIBERTY AVENUE            ,JAMAICA           ,NY,11435,0,0,11435,"Briarwood, South Jamaica",Queens,AAR DELI GROCERY CORP
722316,A     ,SUNNY BABY GROCERY CORP          ,56-16,WOODSIDE AVE               ,WOODSIDE          ,NY,11377,0,0,11377,Woodside,Queens,SUNNY BABY GROCERY CORP
716186,JAC   ,ROLENDAAL ERIC W                 ,48-18,VAN DAM ST                 ,LONG ISLAND CITY  ,NY,11101,0,0,11101,Long Island City,Queens,ROLENDAAL ERIC W
728021,JAC   ,113TH GOURMET DELI INC           ,113-21,JAMAICA AVE               ,RICHMOND HILL     ,NY,11418,0,0,11418,"Kew Gardens, Richmond Hill",Queens,113TH GOURMET DELI INC
716153,A     ,LINDEN VARIETY STORE INC         ,196-27,LINDEN BLVD               ,SAINT ALBANS      ,NY,11412,0,0,11412,Saint Albans,Queens,LINDEN VARIETY STORE INC
728039,JAC   ,DOUBLE LEAF INC                  ,21-05,21ST AVENUE                ,ASTORIA           ,NY,11105,0,0,11105,Astoria,Queens,DOUBLE LEAF INC
716129,JAC   ,ANW DELI & FRUIT LLC             ,99-08,63RD RD                    ,REGO PARK         ,NY,11374,0,0,11374,Rego Park,Queens,ANW DELI & FRUIT LLC
728102,JAC   ,Y & H DELI CORPORATION           ,164-01,HILLSIDE AVE              ,JAMAICA           ,NY,11432,0,0,11432,"Jamaica Estates, Jamaica Hills",Queens,Y & H DELI CORPORATION
728024,JAC   ,ELAREPAZO COLOMBIAN FOOD INC     ,86-26,ROOSEVELT AVE          ,JACKSON HEIGHTS   ,NY,11372,0,0,11372,Jackson Heights,Queens,ELAREPAZO COLOMBIAN FOOD INC
722168,JAC   ,DOUGHNUT PLANT INC               ,31-00,47TH AVE SUITE 1100 BOX 18 ,LONG ISLAND CITY  ,NY,11101,0,0,11101,Long Island City,Queens,DOUGHNUT PLANT INC
728134,JAC   ,1 GOURMET DELI 65 CORP           ,65-42,WOODSIDE AVE               ,WOODSIDE          ,NY,11377,0,0,11377,Woodside,Queens,1 GOURMET DELI 65 CORP
728133,JAC   ,XFF FOODS INC                    ,55-01,37TH AVENUE            ,WOODSIDE          ,NY,11377,0,0,11377,Woodside,Queens,XFF FOODS INC
716237,JAC   ,"LOPEZ, JAKELY                    ",6921,CENTRAL AVE                 ,GLENDALE          ,NY,11385,40.704164,-73.88304,11385,"Fresh Pond, Glendale, Ridgewood",Queens,"LOPEZ, JAKELY"
722166,JAC   ,FAMOSA GROCERY CORP              ,104-19,177TH STREET              ,JAMAICA           ,NY,11433,0,0,11433,South Jamaica,Queens,FAMOSA GROCERY CORP
722304,JAC   ,S & S HALAL MEAT BAZAAR          ,112-09,JAMAICA AVE               ,RICHMOND HILL     ,NY,11418,0,0,11418,"Kew Gardens, Richmond Hill",Queens,S & S HALAL MEAT BAZAAR
722157,JAC   ,157 FOOD MARKET CORP             ,111-77,157TH STREET              ,JAMAICA           ,NY,11433,0,0,11433,South Jamaica,Queens,157 FOOD MARKET CORP
722229,JAC   ,PERFECT PIE COMPANY INC          ,33-15,GREENPOINT AVENUE          ,LONG ISLAND CITY  ,NY,11101,0,0,11101,Long Island City,Queens,PERFECT PIE COMPANY INC
728082,JAC   ,7 STAR DELI GROCERY INC          ,89-02,NORTHERN BLVD              ,JACKSON HEIGHTS   ,NY,11372,0,0,11372,Jackson Heights,Queens,7 STAR DELI GROCERY INC
728015,A     ,CHAMP DELI & SMOKE SHOP INC.     ,68-25,FOREST AVE                 ,RIDGEWOOD         ,NY,11385,0,0,11385,"Fresh Pond, Glendale, Ridgewood",Queens,CHAMP DELI & SMOKE SHOP INC.
722244,JAC   ,NANI CONVENIENCE STORE INC       ,82-07,ROOSEVELT AVE              ,JACKSON HEIGHTS   ,NY,11372,0,0,11372,Jackson Heights,Queens,NANI CONVENIENCE STORE INC
722231,JAC   ,MEDINA MARKET INC                ,168-02,HILLSIDE AVENUE           ,JAMAICA           ,NY,11432,0,0,11432,"Jamaica Estates, Jamaica Hills",Queens,MEDINA MARKET INC
728099,JAC   ,HR KEW DELI & GROCERY CORP       ,118-15,METROPOLITAN AVE          ,KEW GARDENS       ,NY,11415,0,0,11415,Kew Gardens,Queens,HR KEW DELI & GROCERY CORP
716137,JAC   ,90-47 CORONA MINI MARKET CORP    ,90-47,CORONA AVE                 ,ELMHURST          ,NY,11373,0,0,11373,Elmhurst,Queens,90-47 CORONA MINI MARKET CORP
720022,A     ,MR FISH INC                      ,169-41,137TH AVE                 ,JAMAICA           ,NY,11434,0,0,11434,"Rochdale Village, South Jamaica",Queens,MR FISH INC
728050,JAC   ,SAHAJANAND 108 INC               ,135-02,LEFFERTS BLVD             ,SOUTH OZONE PARK  ,NY,11420,0,0,11420,South Ozone Park,Queens,SAHAJANAND 108 INC
722676,JAC   ,WHITE COFFEE CORP                ,19-35,STEINWAY STREET        ,ASTORIA           ,NY,11105,0,0,11105,Astoria,Queens,WHITE COFFEE CORP
719882,JAC   ,J'S CONVENIENCE INC              ,78-14,ROOSEVELT AVE          ,JACKSON HEIGHTS   ,NY,11372,0,0,11372,Jackson Heights,Queens,J'S CONVENIENCE INC
722702,A     ,PORTMOURANT GUYANA FISH MKT & GRO,211-43,JAMAICA AVE               ,QUEENS VILLAGE    ,NY,11428,0,0,11428,"Bellaire, Queens Village",Queens,PORTMOURANT GUYANA FISH MKT & GRO
722701,A     ,AKTER 99 CENTS & UP INC          ,188-25,JAMAICA AVE               ,HOLLIS            ,NY,11423,0,0,11423,"Hollis, Holliswood, Jamaica Estates",Queens,AKTER 99 CENTS & UP INC
727483,JAC   ,RAMIREZ ANGELICA                 ,1430-09,HILLSIDE AVE             ,JAMAICA           ,NY,11435,0,0,11435,"Briarwood, South Jamaica",Queens,RAMIREZ ANGELICA
728143,A     ,AS CONVENIENCE INC               ,162-16,UNION TPIKE               ,FRESH MEADOWS     ,NY,11366,40.721114,-73.805364,11366,"Fresh Meadows, Hillcrest",Queens,AS CONVENIENCE INC
722158,JAC   ,2122 DELI GROCERY CORP           ,2122,36TH AVENUE                 ,ASTORIA           ,NY,11106,40.759575,-73.936128,11106,Ravenswood (Astoria),Queens,2122 DELI GROCERY CORP
719748,JAC   ,NEW AMERICAN DELI AND GROCERY INC,126-20,135TH AVE                 ,SOUTH OZONE PARK  ,NY,11420,0,0,11420,South Ozone Park,Queens,NEW AMERICAN DELI AND GROCERY INC
719749,JAC   ,GREEN TOP FARMS LLC              ,48-18,VAN DAM ST                 ,LONG ISLAND CITY  ,NY,11101,0,0,11101,Long Island City,Queens,GREEN TOP FARMS LLC
727502,JAB   ,EASY DOUGH LLC                   ,30-30,47TH AVENUE                ,LONG ISLAND CITY  ,NY,11101,0,0,11101,Long Island City,Queens,EASY DOUGH LLC
722698,JAC   ,MARIB GROCERY CORP               ,112-33,GUY R BREWER BLVD         ,JAMAICA           ,NY,11433,0,0,11433,South Jamaica,Queens,MARIB GROCERY CORP
722695,JAC   ,AIDEN FINEST DELI & GROCERY CORP ,89-01,80TH STREET                ,WOODHAVEN         ,NY,11421,0,0,11421,Woodhaven,Queens,AIDEN FINEST DELI & GROCERY CORP
719762,JAC   ,MOUNT GOURMET DELI INC           ,25-22,30TH AVE             ,ASTORIA           ,NY,11106,0,0,11106,Ravenswood (Astoria),Queens,MOUNT GOURMET DELI INC
727565,JAC   ,ELMHURST FOOD BAZAR INC          ,81-08,BROADWAY                   ,ELMHURST          ,NY,11373,0,0,11373,Elmhurst,Queens,ELMHURST FOOD BAZAR INC
716697,A     ,OLDTOWN ASIA MARKET INC          ,43-03,MAIN ST                    ,FLUSHING          ,NY,11355,0,0,11355,"Flushing, Queensboro Hill",Queens,OLDTOWN ASIA MARKET INC
727568,A     ,"NEW SHAIBAL DISCOUNT, INC        ",41-19,QUEENS BLVD                ,SUNNYSIDE         ,NY,11104,0,0,11104,Sunnyside,Queens,"NEW SHAIBAL DISCOUNT, INC"
722752,JAC   ,CHAQUITA DELI AND GROCERY CORP   ,50-62,69TH STREET                ,WOODSIDE          ,NY,11377,0,0,11377,Woodside,Queens,CHAQUITA DELI AND GROCERY CORP
727621,JAC   ,A & M DELI EXPRESS INC           ,112-31,FARMERS BLVD              ,SAINT ALBANS      ,NY,11412,0,0,11412,Saint Albans,Queens,A & M DELI EXPRESS INC
719800,JAC   ,171-03 FOOD MARKET CORP          ,171-03,JAMAICA AVE               ,JAMAICA           ,NY,11432,0,0,11432,"Jamaica Estates, Jamaica Hills",Queens,171-03 FOOD MARKET CORP
722640,JACH  ,GOOD COFFEE & TEA OF NEW YORK  IN,43-54,162ND ST 1 FL              ,FLUSHING          ,NY,11358,0,0,11358,"Murray Hill, Auburndale",Queens,GOOD COFFEE & TEA OF NEW YORK IN
719797,JAC   ,FOREST AVE DELI CORP             ,66-81,FOREST AVE                 ,RIDGEWOOD         ,NY,11385,0,0,11385,"Fresh Pond, Glendale, Ridgewood",Queens,FOREST AVE DELI CORP
719794,JAC   ,ALPHA-MART LLC                   ,30-08,STEINWAY STREET            ,ASTORIA           ,NY,11103,0,0,11103,Astoria,Queens,ALPHA-MART LLC
719792,JAC   ,ROCKAWAY EXPRESS DELI CORP II    ,90-17,ROCKAWAY BEACH BLVD        ,FAR ROCKAWAY      ,NY,11693,0,0,11693,"Broad Channel, Hammels, Rockaway Beach (Far Rockaway)",Queens,ROCKAWAY EXPRESS DELI CORP II
719765,JAC   ,ELSI ORGANIC FARM CORP           ,40-09,NATIONAL ST          ,CORONA            ,NY,11368,0,0,11368,Willets Point,Queens,ELSI ORGANIC FARM CORP
722681,A     ,DOLLAR TREE STORES INC           ,128-06,MERRICK BLVD              ,JAMAICA           ,NY,11434,0,0,11434,"Rochdale Village, South Jamaica",Queens,DOLLAR TREE STORES INC
727612,A     ,WINNERS CONVENIENCE STORE        ,61-02,B ROOSEVELT AVE            ,WOODSIDE          ,NY,11377,0,0,11377,Woodside,Queens,WINNERS CONVENIENCE STORE
727609,JAC   ,SANS BAKERY LLC                  ,31-00,47TH AVENUE                ,LONG ISLAND CITY  ,NY,11101,0,0,11101,Long Island City,Queens,SANS BAKERY LLC
727608,JAC   ,DOOFOOD LLC                      ,14-41,150TH STREET 1ST FLOOR     ,WHITESTONE        ,NY,11357,0,0,11357,Malba,Queens,DOOFOOD LLC
727591,A     ,NO 1 LOTTERY DELI INC            ,42-14,BOWNE STREET               ,FLUSHING          ,NY,11355,0,0,11355,"Flushing, Queensboro Hill",Queens,NO 1 LOTTERY DELI INC
722977,JAC   ,127 DELI GROCERY INC             ,127-01,111TH AVE                 ,SOUTH OZONE PARK  ,NY,11420,0,0,11420,South Ozone Park,Queens,127 DELI GROCERY INC
722976,JAC   ,74TH ST ONE GOURMET DELI INC     ,73-21,METROPOLITAN AVE           ,MIDDLE VILLAGE    ,NY,11379,0,0,11379,Middle Village,Queens,74TH ST ONE GOURMET DELI INC
722975,JAC   ,PINO GROCERY CORP                ,37-27,108TH STREET               ,CORONA            ,NY,11368,0,0,11368,Willets Point,Queens,PINO GROCERY CORP
727372,JAC   ,71ST SWEET DELI CORP             ,60-50,71ST AVENUE                ,RIDGEWOOD         ,NY,11385,0,0,11385,"Fresh Pond, Glendale, Ridgewood",Queens,71ST SWEET DELI CORP
722942,JAC   ,SUN RISE DELI & GROCERY CORP     ,127-19,MERRICK BLVD          ,JAMAICA           ,NY,11434,0,0,11434,"Rochdale Village, South Jamaica",Queens,SUN RISE DELI & GROCERY CORP
722941,JAC   ,ITTADI 36 INC                    ,29-02,36TH AVE                   ,LONG ISLAND CITY  ,NY,11101,0,0,11101,Long Island City,Queens,ITTADI 36 INC
727376,JAC   ,SK DELI & GROCERY CORP           ,131-22,140TH STREET              ,JAMAICA           ,NY,11436,0,0,11436,"South Jamaica, South Ozone Park",Queens,SK DELI & GROCERY CORP
727378,JAC   ,FOUR BROTHERS DELI & GRILL CORP  ,111-60,VAN WYCK EXPWY            ,SOUTH OZONE PARK  ,NY,11420,0,0,11420,South Ozone Park,Queens,FOUR BROTHERS DELI & GRILL CORP
719647,A     ,M&K GROCERY STORE INC            ,102-20,CORONA AVE                ,CORONA            ,NY,11368,0,0,11368,Willets Point,Queens,M&K GROCERY STORE INC
727383,A     ,ENJOY CONVENIENCE STORE INC      ,76-15,37TH AVE                   ,JACKSON HEIGHTS   ,NY,11372,0,0,11372,Jackson Heights,Queens,ENJOY CONVENIENCE STORE INC
727384,A     ,ROOSEVELT MINI MARKET INC        ,63-28,ROOSEVELT AVE              ,WOODSIDE          ,NY,11377,0,0,11377,Woodside,Queens,ROOSEVELT MINI MARKET INC
727385,A     ,H&R CONVENIENCE INC              ,23-27,30TH AVENUE                ,ASTORIA           ,NY,11102,0,0,11102,Astoria,Queens,H&R CONVENIENCE INC
722832,JAC   ,ONE STOP SHOP MARKET INC         ,87-27,BRITTON AVE                ,ELMHURST          ,NY,11373,0,0,11373,Elmhurst,Queens,ONE STOP SHOP MARKET INC
716793,JAC   ,28TH AVENUE DELI INC             ,45-15,28TH AVE                   ,ASTORIA           ,NY,11103,40.77314,-73.931873,11103,Astoria,Queens,28TH AVENUE DELI INC
727603,JAC   ,BELLE JOU LLC                    ,8602,PARK LANE S APT 4A4         ,WOODHAVEN         ,NY,11421,40.696621,-73.859008,11421,Woodhaven,Queens,BELLE JOU LLC
727485,A     ,MAHMUD RIAZ                      ,214-85,JAMAICA AVE               ,QUEENS VILLAGE    ,NY,11428,0,0,11428,"Bellaire, Queens Village",Queens,MAHMUD RIAZ
722758,A     ,HING HING SUPERMARKET INC        ,93-26,CORONA AVE                 ,ELMHURST          ,NY,11373,0,0,11373,Elmhurst,Queens,HING HING SUPERMARKET INC
722777,JAC   ,"A3T21, LLC                       ",76-14,21ST AVE                   ,EAST ELMHURST     ,NY,11370,0,0,11370,East Elmhurst,Queens,"A3T21, LLC"
722785,JAC   ,SINGH FARM CORP                  ,118-05,LIBERTY AVE               ,SOUTH RICHMOND HIL,NY,11419,0,0,11419,"Kew Gardens, Richmond Hill",Queens,SINGH FARM CORP
716740,JAC   ,AL HANAA 24/7 INC                ,25-32,STEINWAY ST                ,ASTORIA           ,NY,11103,0,0,11103,Astoria,Queens,AL HANAA 24/7 INC
719648,A     ,SUNSHINE SHOP INC                ,86-08,37TH AVE                   ,JACKSON HEIGHTS   ,NY,11372,0,0,11372,Jackson Heights,Queens,SUNSHINE SHOP INC
722831,A     ,AL HAQQ PHARMACY INC             ,75-07,101ST AVE                  ,OZONE PARK        ,NY,11416,0,0,11416,Ozone Park,Queens,AL HAQQ PHARMACY INC
719650,A     ,GOOD NEIGHBOR QUEENS LLC         ,31-00,47TH AVENUE                ,LONG ISLAND CITY  ,NY,11101,0,0,11101,Long Island City,Queens,GOOD NEIGHBOR QUEENS LLC
722836,JABCH ,QUEENS BAKE SHOP INC             ,189-09,UNION TPIKE               ,FRESH MEADOWS     ,NY,11366,0,0,11366,"Fresh Meadows, Hillcrest",Queens,QUEENS BAKE SHOP INC
722864,JAC   ,WOODHAVEN GOURMET & DELI CORP    ,85-02,JAMAICA AVE                ,WOODHAVEN         ,NY,11421,0,0,11421,Woodhaven,Queens,WOODHAVEN GOURMET & DELI CORP
719670,JAC   ,21 AVENUE DELI GROCERY CORP      ,29-15,21ST AVE                   ,ASTORIA           ,NY,11105,0,0,11105,Astoria,Queens,21 AVENUE DELI GROCERY CORP
722901,JAC   ,K O B DELI GROCERY INC           ,131-11,JAMAICA AVE               ,RICHMOND HILL     ,NY,11418,0,0,11418,"Kew Gardens, Richmond Hill",Queens,K O B DELI GROCERY INC
727401,JAC   ,FAMOUS DELI OF QUEENS INC        ,157-23,ROCKAWAY BLVD             ,JAMAICA           ,NY,11434,0,0,11434,"Rochdale Village, South Jamaica",Queens,FAMOUS DELI OF QUEENS INC
719806,A     ,SMOKE SHOP & GROCERY INC         ,31-03,21ST AVE                   ,ASTORIA           ,NY,11105,0,0,11105,Astoria,Queens,SMOKE SHOP & GROCERY INC
722806,JAC   ,RHODA COOKIES LLC                ,36-46,37TH STREET                ,LONG ISLAND CITY  ,NY,11101,0,0,11101,Long Island City,Queens,RHODA COOKIES LLC
716264,JAC   ,FLUSHING SUPERMARKET INC         ,72-51,MAIN ST                    ,FLUSHING          ,NY,11367,0,0,11367,"Fresh Meadows, Kew Gardens Hills",Queens,FLUSHING SUPERMARKET INC
719922,JABC  ,PARAMOUNT SUPERMARKET INC        ,196-35,HORACE HARDING EXPWAY     ,FRESH MEADOWS     ,NY,11365,0,0,11365,"Hillcrest, Pomonok",Queens,PARAMOUNT SUPERMARKET INC
719923,JAC   ,JUICE PRESS LLC THE              ,31-00,47TH AVE               ,LONG ISLAND CITY  ,NY,11101,0,0,11101,Long Island City,Queens,JUICE PRESS LLC THE
719926,JAC   ,SKKM ENTERPRISES INC             ,Oct-56,BEACH 20TH ST          ,FAR ROCKAWAY      ,NY,11691,0,0,11691,Bayswater (Far Rockaway),Queens,SKKM ENTERPRISES INC
716302,JAC   ,93RD DELI CORP I                 ,92-22,ASTORIA BLVD               ,EAST ELMHURST     ,NY,11369,0,0,11369,East Elmhurst,Queens,93RD DELI CORP I
719930,A     ,D'S DOLLAR PLUS WAREHOUSE        ,71-10C,BEACH CHANNEL DR      ,ARVERNE           ,NY,11692,0,0,11692,Arverne (Far Rockaway),Queens,D'S DOLLAR PLUS WAREHOUSE
727814,JAC   ,A PLUS DELI INC                  ,40-12,HAMPTON STREET             ,ELMHURST          ,NY,11373,0,0,11373,Elmhurst,Queens,A PLUS DELI INC
727818,A     ,SUNAR INC                        ,9-Nov,154TH ST                   ,WHITESTONE        ,NY,11357,0,0,11357,Malba,Queens,SUNAR INC
