,zip,sizeRank,year,month,medianPrice,zcta,nbhLabel,boroLabel
846,10065,979,2014,2,5.33333333333333,10065,Upper East Side,Manhattan
847,10065,979,2014,3,5.400900900900901,10065,Upper East Side,Manhattan
848,10065,979,2014,4,5.400900900900901,10065,Upper East Side,Manhattan
849,10065,979,2014,5,5.66519174041298,10065,Upper East Side,Manhattan
850,10065,979,2014,6,5.5333333333333306,10065,Upper East Side,Manhattan
851,10065,979,2014,7,5.607476635514019,10065,Upper East Side,Manhattan
852,10065,979,2014,8,5.784214595848451,10065,Upper East Side,Manhattan
853,10065,979,2014,9,5.6687090564302896,10065,Upper East Side,Manhattan
854,10065,979,2014,10,5.588235294117651,10065,Upper East Side,Manhattan
855,10065,979,2014,11,5.50295857988166,10065,Upper East Side,Manhattan
856,10065,979,2014,12,5.84036340038936,10065,Upper East Side,Manhattan
857,10065,979,2015,1,5.7971014492753605,10065,Upper East Side,Manhattan
858,10065,979,2015,2,5.67796610169492,10065,Upper East Side,Manhattan
859,10065,979,2015,3,5.848153214774281,10065,Upper East Side,Manhattan
860,10065,979,2015,4,5.81395348837209,10065,Upper East Side,Manhattan
861,10065,979,2015,5,5.9245960502693,10065,Upper East Side,Manhattan
862,10065,979,2015,6,5.9245960502693,10065,Upper East Side,Manhattan
863,10065,979,2015,7,5.75282879950399,10065,Upper East Side,Manhattan
864,10065,979,2015,8,5.74289337973251,10065,Upper East Side,Manhattan
865,10065,979,2015,9,6.047197640117989,10065,Upper East Side,Manhattan
866,10065,979,2015,10,5.915492957746481,10065,Upper East Side,Manhattan
867,10065,979,2015,11,5.66650407637098,10065,Upper East Side,Manhattan
868,10065,979,2015,12,5.627962085308059,10065,Upper East Side,Manhattan
869,10065,979,2016,1,5.73040913171733,10065,Upper East Side,Manhattan
870,10065,979,2016,2,5.62311979751608,10065,Upper East Side,Manhattan
871,10065,979,2016,3,5.625879043600559,10065,Upper East Side,Manhattan
872,10065,979,2016,4,5.59785596481583,10065,Upper East Side,Manhattan
873,10065,979,2016,5,5.799479047662571,10065,Upper East Side,Manhattan
874,10065,979,2016,6,5.70249794196337,10065,Upper East Side,Manhattan
875,10065,979,2016,7,5.607476635514019,10065,Upper East Side,Manhattan
876,10065,979,2016,8,5.588235294117651,10065,Upper East Side,Manhattan
877,10065,979,2016,9,5.915976331360951,10065,Upper East Side,Manhattan
878,10065,979,2016,10,5.80645161290323,10065,Upper East Side,Manhattan
879,10065,979,2016,11,5.60224578044358,10065,Upper East Side,Manhattan
880,10065,979,2016,12,5.31659693165969,10065,Upper East Side,Manhattan
881,10065,979,2017,1,5.81020012911556,10065,Upper East Side,Manhattan
882,10065,979,2017,2,5.73846995882387,10065,Upper East Side,Manhattan
883,10065,979,2017,3,5.67260940032415,10065,Upper East Side,Manhattan
884,10065,979,2017,4,5.612938921075259,10065,Upper East Side,Manhattan
885,10065,979,2017,5,5.79050097592713,10065,Upper East Side,Manhattan
886,10065,979,2017,6,5.80693815987934,10065,Upper East Side,Manhattan
887,10065,979,2017,7,5.79155572253895,10065,Upper East Side,Manhattan
888,10065,979,2017,8,5.663716814159289,10065,Upper East Side,Manhattan
889,10065,979,2017,9,5.67045580385816,10065,Upper East Side,Manhattan
890,10065,979,2017,10,5.828846173645361,10065,Upper East Side,Manhattan
891,10065,979,2017,11,5.663716814159289,10065,Upper East Side,Manhattan
892,10065,979,2017,12,5.68951836469092,10065,Upper East Side,Manhattan
893,10065,979,2018,1,5.6544390522409405,10065,Upper East Side,Manhattan
894,10065,979,2018,2,5.368758950459959,10065,Upper East Side,Manhattan
895,11101,1046,2013,7,4.02077151335312,11101,Long Island City,Queens
896,11101,1046,2013,8,4.01591895803184,11101,Long Island City,Queens
897,11101,1046,2013,9,4.00049455984174,11101,Long Island City,Queens
898,11101,1046,2013,10,4.07173517659919,11101,Long Island City,Queens
899,11101,1046,2013,11,3.9866270430906403,11101,Long Island City,Queens
900,11101,1046,2013,12,3.98375938141793,11101,Long Island City,Queens
901,11101,1046,2014,1,3.99521552515094,11101,Long Island City,Queens
902,11101,1046,2014,2,4.000989119683481,11101,Long Island City,Queens
903,11101,1046,2014,3,3.9804743499010997,11101,Long Island City,Queens
904,11101,1046,2014,4,3.9658536585365898,11101,Long Island City,Queens
905,11101,1046,2014,5,3.98507176330356,11101,Long Island City,Queens
906,11101,1046,2014,6,3.9868012205322896,11101,Long Island City,Queens
907,11101,1046,2014,7,3.98697539797395,11101,Long Island City,Queens
908,11101,1046,2014,8,3.98089171974522,11101,Long Island City,Queens
909,11101,1046,2014,9,3.98697539797395,11101,Long Island City,Queens
910,11101,1046,2014,10,3.99521552515094,11101,Long Island City,Queens
911,11101,1046,2014,11,4.000989119683481,11101,Long Island City,Queens
912,11101,1046,2014,12,3.99038461538462,11101,Long Island City,Queens
913,11101,1046,2015,1,4.00584215342463,11101,Long Island City,Queens
914,11101,1046,2015,2,4.00049455984174,11101,Long Island City,Queens
915,11101,1046,2015,3,3.9922996578031498,11101,Long Island City,Queens
916,11101,1046,2015,4,3.9793333028627096,11101,Long Island City,Queens
917,11101,1046,2015,5,3.9804743499010997,11101,Long Island City,Queens
918,11101,1046,2015,6,3.94444444444444,11101,Long Island City,Queens
919,11101,1046,2015,7,4.01591895803184,11101,Long Island City,Queens
920,11101,1046,2015,8,4.01310401310401,11101,Long Island City,Queens
921,11101,1046,2015,9,4.08625396152844,11101,Long Island City,Queens
922,11101,1046,2015,10,4.07407407407407,11101,Long Island City,Queens
923,11101,1046,2015,11,4.089678372169351,11101,Long Island City,Queens
924,11101,1046,2015,12,4.07094594594595,11101,Long Island City,Queens
925,11101,1046,2016,1,4.0049489028261505,11101,Long Island City,Queens
926,11101,1046,2016,2,3.98820866429618,11101,Long Island City,Queens
927,11101,1046,2016,3,4.02542372881356,11101,Long Island City,Queens
928,11101,1046,2016,4,4.02077151335312,11101,Long Island City,Queens
929,11101,1046,2016,5,4.10037303646854,11101,Long Island City,Queens
930,11101,1046,2016,6,4.09223199831848,11101,Long Island City,Queens
931,11101,1046,2016,7,4.07094594594595,11101,Long Island City,Queens
932,11101,1046,2016,8,4.000989119683481,11101,Long Island City,Queens
933,11101,1046,2016,9,4.07906717185068,11101,Long Island City,Queens
934,11101,1046,2016,10,4.07252440725244,11101,Long Island City,Queens
935,11101,1046,2016,11,4.03741278370359,11101,Long Island City,Queens
936,11101,1046,2016,12,4.09326424870466,11101,Long Island City,Queens
937,11101,1046,2017,1,4.09223199831848,11101,Long Island City,Queens
938,11101,1046,2017,2,4.106610286359899,11101,Long Island City,Queens
939,11101,1046,2017,3,4.08625396152844,11101,Long Island City,Queens
940,11101,1046,2017,4,4.1104868913857695,11101,Long Island City,Queens
941,11101,1046,2017,5,4.1104868913857695,11101,Long Island City,Queens
942,11101,1046,2017,6,4.08406026962728,11101,Long Island City,Queens
943,11101,1046,2017,7,4.07094594594595,11101,Long Island City,Queens
944,11101,1046,2017,8,4.084190872626549,11101,Long Island City,Queens
945,11101,1046,2017,9,4.0884476534296,11101,Long Island City,Queens
946,11101,1046,2017,10,4.0724612986488395,11101,Long Island City,Queens
947,11101,1046,2017,11,4.07239819004525,11101,Long Island City,Queens
948,11101,1046,2017,12,4.0716720679956,11101,Long Island City,Queens
949,11101,1046,2018,1,4.05816467876327,11101,Long Island City,Queens
950,11101,1046,2018,2,4.08625396152844,11101,Long Island City,Queens
951,10013,1382,2013,10,5.34188034188034,10013,"Tribeca, Soho",Manhattan
952,10013,1382,2013,11,5.45522320454882,10013,"Tribeca, Soho",Manhattan
953,10013,1382,2013,12,5.63122594832325,10013,"Tribeca, Soho",Manhattan
954,10013,1382,2014,1,5.63122594832325,10013,"Tribeca, Soho",Manhattan
955,10013,1382,2014,2,5.7714521452145195,10013,"Tribeca, Soho",Manhattan
956,10013,1382,2014,3,5.8650338536071205,10013,"Tribeca, Soho",Manhattan
957,10013,1382,2014,4,5.7971014492753605,10013,"Tribeca, Soho",Manhattan
958,10013,1382,2014,5,5.7423835125448,10013,"Tribeca, Soho",Manhattan
959,10013,1382,2014,6,5.75518433179723,10013,"Tribeca, Soho",Manhattan
960,10013,1382,2014,7,5.83333333333333,10013,"Tribeca, Soho",Manhattan
961,10013,1382,2014,8,6.1281149298378494,10013,"Tribeca, Soho",Manhattan
962,10013,1382,2014,9,5.83333333333333,10013,"Tribeca, Soho",Manhattan
963,10013,1382,2014,10,5.75,10013,"Tribeca, Soho",Manhattan
964,10013,1382,2014,11,6.142506142506139,10013,"Tribeca, Soho",Manhattan
965,10013,1382,2014,12,6.25,10013,"Tribeca, Soho",Manhattan
966,10013,1382,2015,1,6.23515439429929,10013,"Tribeca, Soho",Manhattan
967,10013,1382,2015,2,5.97014925373134,10013,"Tribeca, Soho",Manhattan
968,10013,1382,2015,3,6.1704270749395596,10013,"Tribeca, Soho",Manhattan
969,10013,1382,2015,4,6.196078431372549,10013,"Tribeca, Soho",Manhattan
970,10013,1382,2015,5,6.28511235955056,10013,"Tribeca, Soho",Manhattan
971,10013,1382,2015,6,6.28511235955056,10013,"Tribeca, Soho",Manhattan
972,10013,1382,2015,7,6.23515439429929,10013,"Tribeca, Soho",Manhattan
973,10013,1382,2015,8,6.24044829342843,10013,"Tribeca, Soho",Manhattan
974,10013,1382,2015,9,6.0,10013,"Tribeca, Soho",Manhattan
975,10013,1382,2015,10,5.989983778666231,10013,"Tribeca, Soho",Manhattan
976,10013,1382,2015,11,6.309148264984231,10013,"Tribeca, Soho",Manhattan
977,10013,1382,2015,12,6.35558583106267,10013,"Tribeca, Soho",Manhattan
978,10013,1382,2016,1,6.50759341572709,10013,"Tribeca, Soho",Manhattan
979,10013,1382,2016,2,6.3282336578581395,10013,"Tribeca, Soho",Manhattan
980,10013,1382,2016,3,6.20810015093628,10013,"Tribeca, Soho",Manhattan
981,10013,1382,2016,4,6.22754491017964,10013,"Tribeca, Soho",Manhattan
982,10013,1382,2016,5,6.30732230301116,10013,"Tribeca, Soho",Manhattan
983,10013,1382,2016,6,5.707762557077629,10013,"Tribeca, Soho",Manhattan
984,10013,1382,2016,7,5.66067960193028,10013,"Tribeca, Soho",Manhattan
985,10013,1382,2016,8,6.18374558303887,10013,"Tribeca, Soho",Manhattan
986,10013,1382,2016,9,5.694676225613089,10013,"Tribeca, Soho",Manhattan
987,10013,1382,2016,10,5.97138085108286,10013,"Tribeca, Soho",Manhattan
988,10013,1382,2016,11,5.647430726225539,10013,"Tribeca, Soho",Manhattan
989,10013,1382,2016,12,5.66666666666667,10013,"Tribeca, Soho",Manhattan
990,10013,1382,2017,1,5.79172527264374,10013,"Tribeca, Soho",Manhattan
991,10013,1382,2017,2,5.87371512481645,10013,"Tribeca, Soho",Manhattan
992,10013,1382,2017,3,5.80684596577017,10013,"Tribeca, Soho",Manhattan
993,10013,1382,2017,4,5.79701800810452,10013,"Tribeca, Soho",Manhattan
994,10013,1382,2017,5,6.12788031690636,10013,"Tribeca, Soho",Manhattan
995,10013,1382,2017,6,6.07618255728012,10013,"Tribeca, Soho",Manhattan
996,10013,1382,2017,7,6.019009895913451,10013,"Tribeca, Soho",Manhattan
997,10013,1382,2017,8,5.933952528379769,10013,"Tribeca, Soho",Manhattan
998,10013,1382,2017,9,5.98548972188634,10013,"Tribeca, Soho",Manhattan
999,10013,1382,2017,10,6.09851446442533,10013,"Tribeca, Soho",Manhattan
1000,10013,1382,2017,11,5.86644455774539,10013,"Tribeca, Soho",Manhattan
1001,10013,1382,2017,12,5.79692547049857,10013,"Tribeca, Soho",Manhattan
1002,10013,1382,2018,1,5.8483286157164,10013,"Tribeca, Soho",Manhattan
1003,10013,1382,2018,2,5.78676523882003,10013,"Tribeca, Soho",Manhattan
1004,10001,1475,2013,10,5.63245661605206,10001,"Chelsea,  West Midtown",Manhattan
1005,10001,1475,2013,11,5.533653846153849,10001,"Chelsea,  West Midtown",Manhattan
1006,10001,1475,2013,12,5.5,10001,"Chelsea,  West Midtown",Manhattan
1007,10001,1475,2014,1,5.56916916648811,10001,"Chelsea,  West Midtown",Manhattan
1008,10001,1475,2014,2,5.542165825977299,10001,"Chelsea,  West Midtown",Manhattan
1009,10001,1475,2014,3,5.482121401598741,10001,"Chelsea,  West Midtown",Manhattan
1010,10001,1475,2014,4,5.44323483670296,10001,"Chelsea,  West Midtown",Manhattan
1011,10001,1475,2014,5,5.51282051282051,10001,"Chelsea,  West Midtown",Manhattan
1012,10001,1475,2014,6,5.50938644688645,10001,"Chelsea,  West Midtown",Manhattan
1013,10001,1475,2014,7,5.721781055019849,10001,"Chelsea,  West Midtown",Manhattan
1014,10001,1475,2014,8,5.8314606741573,10001,"Chelsea,  West Midtown",Manhattan
1015,10001,1475,2014,9,5.7659008586172,10001,"Chelsea,  West Midtown",Manhattan
1016,10001,1475,2014,10,5.63991323210412,10001,"Chelsea,  West Midtown",Manhattan
1017,10001,1475,2014,11,5.721781055019849,10001,"Chelsea,  West Midtown",Manhattan
1018,10001,1475,2014,12,5.7189542483660105,10001,"Chelsea,  West Midtown",Manhattan
1019,10001,1475,2015,1,5.66424674951807,10001,"Chelsea,  West Midtown",Manhattan
1020,10001,1475,2015,2,5.798076923076921,10001,"Chelsea,  West Midtown",Manhattan
1021,10001,1475,2015,3,5.794133829385871,10001,"Chelsea,  West Midtown",Manhattan
1022,10001,1475,2015,4,5.80315691736305,10001,"Chelsea,  West Midtown",Manhattan
1023,10001,1475,2015,5,5.800616920219981,10001,"Chelsea,  West Midtown",Manhattan
1024,10001,1475,2015,6,5.617977528089889,10001,"Chelsea,  West Midtown",Manhattan
1025,10001,1475,2015,7,5.6214887640449405,10001,"Chelsea,  West Midtown",Manhattan
1026,10001,1475,2015,8,5.63991323210412,10001,"Chelsea,  West Midtown",Manhattan
1027,10001,1475,2015,9,5.58333333333333,10001,"Chelsea,  West Midtown",Manhattan
1028,10001,1475,2015,10,5.63245661605206,10001,"Chelsea,  West Midtown",Manhattan
1029,10001,1475,2015,11,5.798076923076921,10001,"Chelsea,  West Midtown",Manhattan
1030,10001,1475,2015,12,5.84072626118337,10001,"Chelsea,  West Midtown",Manhattan
1031,10001,1475,2016,1,5.81378091269299,10001,"Chelsea,  West Midtown",Manhattan
1032,10001,1475,2016,2,5.824508320726169,10001,"Chelsea,  West Midtown",Manhattan
1033,10001,1475,2016,3,5.851063829787231,10001,"Chelsea,  West Midtown",Manhattan
1034,10001,1475,2016,4,5.81378091269299,10001,"Chelsea,  West Midtown",Manhattan
1035,10001,1475,2016,5,6.0268948881057405,10001,"Chelsea,  West Midtown",Manhattan
1036,10001,1475,2016,6,5.84027436604815,10001,"Chelsea,  West Midtown",Manhattan
1037,10001,1475,2016,7,5.82948490230906,10001,"Chelsea,  West Midtown",Manhattan
1038,10001,1475,2016,8,5.9255097877918494,10001,"Chelsea,  West Midtown",Manhattan
1039,10001,1475,2016,9,6.03321364452424,10001,"Chelsea,  West Midtown",Manhattan
1040,10001,1475,2016,10,5.871859447142769,10001,"Chelsea,  West Midtown",Manhattan
1041,10001,1475,2016,11,5.79896907216495,10001,"Chelsea,  West Midtown",Manhattan
1042,10001,1475,2016,12,5.65570693131057,10001,"Chelsea,  West Midtown",Manhattan
1043,10001,1475,2017,1,5.699360410090001,10001,"Chelsea,  West Midtown",Manhattan
1044,10001,1475,2017,2,5.750605326876509,10001,"Chelsea,  West Midtown",Manhattan
1045,10001,1475,2017,3,5.7659008586172,10001,"Chelsea,  West Midtown",Manhattan
1046,10001,1475,2017,4,5.82849536490744,10001,"Chelsea,  West Midtown",Manhattan
1047,10001,1475,2017,5,5.82948490230906,10001,"Chelsea,  West Midtown",Manhattan
1048,10001,1475,2017,6,5.82948490230906,10001,"Chelsea,  West Midtown",Manhattan
1049,10001,1475,2017,7,5.84027436604815,10001,"Chelsea,  West Midtown",Manhattan
1050,10001,1475,2017,8,5.789076055523419,10001,"Chelsea,  West Midtown",Manhattan
1051,10001,1475,2017,9,5.798076923076921,10001,"Chelsea,  West Midtown",Manhattan
1052,10001,1475,2017,10,5.63245661605206,10001,"Chelsea,  West Midtown",Manhattan
1053,10001,1475,2017,11,5.70184195658211,10001,"Chelsea,  West Midtown",Manhattan
1054,10001,1475,2017,12,5.60401721664276,10001,"Chelsea,  West Midtown",Manhattan
1055,10001,1475,2018,1,5.63245661605206,10001,"Chelsea,  West Midtown",Manhattan
1056,10001,1475,2018,2,5.567307692307691,10001,"Chelsea,  West Midtown",Manhattan
1057,10075,1487,2014,7,4.58715596330275,10075,Upper East Side,Manhattan
1058,10075,1487,2014,8,4.6623794212218606,10075,Upper East Side,Manhattan
1059,10075,1487,2014,9,4.583838320400759,10075,Upper East Side,Manhattan
1060,10075,1487,2014,10,4.70147111589523,10075,Upper East Side,Manhattan
1061,10075,1487,2014,11,4.46691176470588,10075,Upper East Side,Manhattan
1062,10075,1487,2014,12,4.63678516228748,10075,Upper East Side,Manhattan
1063,10075,1487,2015,1,4.89296636085627,10075,Upper East Side,Manhattan
1064,10075,1487,2015,2,4.835891222401719,10075,Upper East Side,Manhattan
1065,10075,1487,2015,3,4.91487489431768,10075,Upper East Side,Manhattan
1066,10075,1487,2015,4,5.045871559633031,10075,Upper East Side,Manhattan
1067,10075,1487,2015,5,5.2117263843648205,10075,Upper East Side,Manhattan
1068,10075,1487,2015,6,5.00807754442649,10075,Upper East Side,Manhattan
1069,10075,1487,2015,7,5.03009235745931,10075,Upper East Side,Manhattan
1070,10075,1487,2015,8,5.04498714652956,10075,Upper East Side,Manhattan
1071,10075,1487,2015,9,4.848046309696089,10075,Upper East Side,Manhattan
1072,10075,1487,2015,10,4.70199791048392,10075,Upper East Side,Manhattan
1073,10075,1487,2015,11,4.82669237360754,10075,Upper East Side,Manhattan
1074,10075,1487,2015,12,5.06512301013025,10075,Upper East Side,Manhattan
1075,10075,1487,2016,1,4.83333333333333,10075,Upper East Side,Manhattan
1076,10075,1487,2016,2,4.814645029583031,10075,Upper East Side,Manhattan
1077,10075,1487,2016,3,4.68497576736672,10075,Upper East Side,Manhattan
1078,10075,1487,2016,4,4.83333333333333,10075,Upper East Side,Manhattan
1079,10075,1487,2016,5,4.63991430772193,10075,Upper East Side,Manhattan
1080,10075,1487,2016,6,4.70058613659531,10075,Upper East Side,Manhattan
1081,10075,1487,2016,7,4.46691176470588,10075,Upper East Side,Manhattan
1082,10075,1487,2016,8,4.65877641445126,10075,Upper East Side,Manhattan
1083,10075,1487,2016,9,4.469228240076519,10075,Upper East Side,Manhattan
1084,10075,1487,2016,10,4.65644171779141,10075,Upper East Side,Manhattan
1085,10075,1487,2016,11,4.60293673381775,10075,Upper East Side,Manhattan
1086,10075,1487,2016,12,4.46691176470588,10075,Upper East Side,Manhattan
1087,10075,1487,2017,1,4.58163193155504,10075,Upper East Side,Manhattan
1088,10075,1487,2017,2,4.61871750433276,10075,Upper East Side,Manhattan
1089,10075,1487,2017,3,4.6611111111111105,10075,Upper East Side,Manhattan
1090,10075,1487,2017,4,4.86843515541265,10075,Upper East Side,Manhattan
1091,10075,1487,2017,5,4.744869307739429,10075,Upper East Side,Manhattan
1092,10075,1487,2017,6,4.96742671009772,10075,Upper East Side,Manhattan
1093,10075,1487,2017,7,5.0055679287305095,10075,Upper East Side,Manhattan
1094,10075,1487,2017,8,4.90859851049424,10075,Upper East Side,Manhattan
1095,10075,1487,2017,9,4.86134407510413,10075,Upper East Side,Manhattan
1096,10075,1487,2017,10,4.87096592191379,10075,Upper East Side,Manhattan
1097,10075,1487,2017,11,4.87096592191379,10075,Upper East Side,Manhattan
1098,10075,1487,2017,12,4.78361669242658,10075,Upper East Side,Manhattan
1099,10075,1487,2018,1,4.65772597356199,10075,Upper East Side,Manhattan
1100,10075,1487,2018,2,4.29802955665025,10075,Upper East Side,Manhattan
1101,11249,1527,2017,1,4.78260869565217,11211,Williamsburg,Brooklyn
1102,11249,1527,2017,2,4.63768115942029,11211,Williamsburg,Brooklyn
1103,11249,1527,2017,3,4.71869116326003,11211,Williamsburg,Brooklyn
1104,11249,1527,2017,4,4.699248120300751,11211,Williamsburg,Brooklyn
1105,11249,1527,2017,5,4.83870967741935,11211,Williamsburg,Brooklyn
1106,11249,1527,2017,6,4.92602890761973,11211,Williamsburg,Brooklyn
1107,11249,1527,2017,7,4.76536221332363,11211,Williamsburg,Brooklyn
1108,11249,1527,2017,8,4.76457399103139,11211,Williamsburg,Brooklyn
1109,11249,1527,2017,9,4.7741935483871,11211,Williamsburg,Brooklyn
1110,11249,1527,2017,10,4.61837627613029,11211,Williamsburg,Brooklyn
1111,11249,1527,2017,11,4.71794871794872,11211,Williamsburg,Brooklyn
1112,11249,1527,2017,12,4.55582232893157,11211,Williamsburg,Brooklyn
1113,11249,1527,2018,1,4.55582232893157,11211,Williamsburg,Brooklyn
1114,11249,1527,2018,2,4.60971112476951,11211,Williamsburg,Brooklyn
1115,10017,2098,2013,10,4.977738201246661,10017,Midtown East,Manhattan
1116,10017,2098,2013,11,5.1169590643274905,10017,Midtown East,Manhattan
1117,10017,2098,2013,12,5.06329113924051,10017,Midtown East,Manhattan
1118,10017,2098,2014,1,5.0,10017,Midtown East,Manhattan
1119,10017,2098,2014,2,5.0223276844603095,10017,Midtown East,Manhattan
1120,10017,2098,2014,3,5.01672240802676,10017,Midtown East,Manhattan
1121,10017,2098,2014,4,4.9499831605874505,10017,Midtown East,Manhattan
1122,10017,2098,2014,5,5.12,10017,Midtown East,Manhattan
1123,10017,2098,2014,6,4.9934296977661,10017,Midtown East,Manhattan
1124,10017,2098,2014,7,5.07617651166038,10017,Midtown East,Manhattan
1125,10017,2098,2014,8,5.10082081461979,10017,Midtown East,Manhattan
1126,10017,2098,2014,9,5.100199071001991,10017,Midtown East,Manhattan
1127,10017,2098,2014,10,5.10948905109489,10017,Midtown East,Manhattan
1128,10017,2098,2014,11,5.17444219066937,10017,Midtown East,Manhattan
1129,10017,2098,2014,12,5.220877077306691,10017,Midtown East,Manhattan
1130,10017,2098,2015,1,5.2617918313570495,10017,Midtown East,Manhattan
1131,10017,2098,2015,2,5.2623015873015895,10017,Midtown East,Manhattan
1132,10017,2098,2015,3,5.27086383601757,10017,Midtown East,Manhattan
1133,10017,2098,2015,4,5.27924528301887,10017,Midtown East,Manhattan
1134,10017,2098,2015,5,5.27988666791207,10017,Midtown East,Manhattan
1135,10017,2098,2015,6,5.32715172362222,10017,Midtown East,Manhattan
1136,10017,2098,2015,7,5.39111121553022,10017,Midtown East,Manhattan
1137,10017,2098,2015,8,5.41125541125541,10017,Midtown East,Manhattan
1138,10017,2098,2015,9,5.4140127388535,10017,Midtown East,Manhattan
1139,10017,2098,2015,10,5.27531013970962,10017,Midtown East,Manhattan
1140,10017,2098,2015,11,5.25548040782337,10017,Midtown East,Manhattan
1141,10017,2098,2015,12,5.2805280528052805,10017,Midtown East,Manhattan
1142,10017,2098,2016,1,5.295405870374269,10017,Midtown East,Manhattan
1143,10017,2098,2016,2,5.2734375,10017,Midtown East,Manhattan
1144,10017,2098,2016,3,5.23684210526316,10017,Midtown East,Manhattan
1145,10017,2098,2016,4,5.19053876478318,10017,Midtown East,Manhattan
1146,10017,2098,2016,5,5.2491103202847,10017,Midtown East,Manhattan
1147,10017,2098,2016,6,5.1851851851851904,10017,Midtown East,Manhattan
1148,10017,2098,2016,7,5.1169590643274905,10017,Midtown East,Manhattan
1149,10017,2098,2016,8,5.23948802105726,10017,Midtown East,Manhattan
1150,10017,2098,2016,9,5.07486631016043,10017,Midtown East,Manhattan
1151,10017,2098,2016,10,5.09090909090909,10017,Midtown East,Manhattan
1152,10017,2098,2016,11,5.1169590643274905,10017,Midtown East,Manhattan
1153,10017,2098,2016,12,4.9799416484318,10017,Midtown East,Manhattan
1154,10017,2098,2017,1,5.09090909090909,10017,Midtown East,Manhattan
1155,10017,2098,2017,2,5.11384580132899,10017,Midtown East,Manhattan
1156,10017,2098,2017,3,5.1873198847262305,10017,Midtown East,Manhattan
1157,10017,2098,2017,4,5.27482269503546,10017,Midtown East,Manhattan
1158,10017,2098,2017,5,5.276740453201651,10017,Midtown East,Manhattan
1159,10017,2098,2017,6,5.26315789473684,10017,Midtown East,Manhattan
1160,10017,2098,2017,7,5.21201413427562,10017,Midtown East,Manhattan
1161,10017,2098,2017,8,5.270478031315769,10017,Midtown East,Manhattan
1162,10017,2098,2017,9,5.17241379310345,10017,Midtown East,Manhattan
1163,10017,2098,2017,10,5.10082081461979,10017,Midtown East,Manhattan
1164,10017,2098,2017,11,5.0,10017,Midtown East,Manhattan
1165,10017,2098,2017,12,5.07389162561576,10017,Midtown East,Manhattan
1166,10017,2098,2018,1,4.96644295302013,10017,Midtown East,Manhattan
1167,10017,2098,2018,2,4.82305240593445,10017,Midtown East,Manhattan
1168,10038,2142,2013,9,4.58333333333333,10038,"Financial District, Seaport",Manhattan
1169,10038,2142,2013,10,4.5018003524094095,10038,"Financial District, Seaport",Manhattan
1170,10038,2142,2013,11,4.47368421052632,10038,"Financial District, Seaport",Manhattan
1171,10038,2142,2013,12,4.475,10038,"Financial District, Seaport",Manhattan
1172,10038,2142,2014,1,4.477977161500821,10038,"Financial District, Seaport",Manhattan
1173,10038,2142,2014,2,4.48275862068965,10038,"Financial District, Seaport",Manhattan
1174,10038,2142,2014,3,4.5018003524094095,10038,"Financial District, Seaport",Manhattan
1175,10038,2142,2014,4,4.5321516900247305,10038,"Financial District, Seaport",Manhattan
1176,10038,2142,2014,5,4.59777122440878,10038,"Financial District, Seaport",Manhattan
1177,10038,2142,2014,6,4.58484002952916,10038,"Financial District, Seaport",Manhattan
1178,10038,2142,2014,7,4.62487153134635,10038,"Financial District, Seaport",Manhattan
1179,10038,2142,2014,8,4.74882110355148,10038,"Financial District, Seaport",Manhattan
1180,10038,2142,2014,9,4.74516695957821,10038,"Financial District, Seaport",Manhattan
1181,10038,2142,2014,10,4.74516695957821,10038,"Financial District, Seaport",Manhattan
1182,10038,2142,2014,11,4.68164794007491,10038,"Financial District, Seaport",Manhattan
1183,10038,2142,2014,12,4.7524752475247505,10038,"Financial District, Seaport",Manhattan
1184,10038,2142,2015,1,4.715189629130251,10038,"Financial District, Seaport",Manhattan
1185,10038,2142,2015,2,4.7524752475247505,10038,"Financial District, Seaport",Manhattan
1186,10038,2142,2015,3,4.7524752475247505,10038,"Financial District, Seaport",Manhattan
1187,10038,2142,2015,4,4.74516695957821,10038,"Financial District, Seaport",Manhattan
1188,10038,2142,2015,5,4.715189629130251,10038,"Financial District, Seaport",Manhattan
1189,10038,2142,2015,6,4.782394385938679,10038,"Financial District, Seaport",Manhattan
1190,10038,2142,2015,7,4.7524752475247505,10038,"Financial District, Seaport",Manhattan
1191,10038,2142,2015,8,4.8075072184793095,10038,"Financial District, Seaport",Manhattan
1192,10038,2142,2015,9,4.80550033413048,10038,"Financial District, Seaport",Manhattan
1193,10038,2142,2015,10,4.775297195276379,10038,"Financial District, Seaport",Manhattan
1194,10038,2142,2015,11,4.811028930209701,10038,"Financial District, Seaport",Manhattan
1195,10038,2142,2015,12,4.7524752475247505,10038,"Financial District, Seaport",Manhattan
1196,10038,2142,2016,1,4.8002767880476,10038,"Financial District, Seaport",Manhattan
1197,10038,2142,2016,2,4.8006608257345,10038,"Financial District, Seaport",Manhattan
1198,10038,2142,2016,3,4.85714285714286,10038,"Financial District, Seaport",Manhattan
1199,10038,2142,2016,4,4.83584674954147,10038,"Financial District, Seaport",Manhattan
1200,10038,2142,2016,5,4.82079100882201,10038,"Financial District, Seaport",Manhattan
1201,10038,2142,2016,6,4.7524752475247505,10038,"Financial District, Seaport",Manhattan
1202,10038,2142,2016,7,4.8075072184793095,10038,"Financial District, Seaport",Manhattan
1203,10038,2142,2016,8,4.75487840046141,10038,"Financial District, Seaport",Manhattan
